CAM	participantCAM	id	text	value	comment	date	x_pos	y_pos	predefinedConcept	isDraggable	isDeletable	isTextChangeable	isActive
01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	46ffc43a-4427-4f07-aeee-355377cd7f10	Global Tension	-2		2022-11-01T12:10:34Z	706	708	FALSE	1	1	1	TRUE
01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	0b159a7b-7e76-43d7-8f78-79b05831c26a	War	-3		2022-11-01T12:10:52Z	941	728	FALSE	1	1	1	TRUE
01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	08b20de3-c01e-45f9-8b06-3ee756b8a48e	Reduced global Temperature	2		2022-11-01T12:12:11Z	427	106	FALSE	1	1	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	c7df6e96-8f19-415a-9c34-8a9fc38f596a	acceptability of SAI	10		2022-11-01T11:06:12Z	650	400	TRUE	0	0	0	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	ee4e0d2e-5d3f-4ded-b9ce-548582711ac4	negative feelings	-3		2022-11-01T11:06:12Z	449	407	TRUE	1	1	0	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	2527711f-880e-4d5c-ad99-fd59809e920d	trust in policitical institutions	-2		2022-11-01T11:06:12Z	416	580	TRUE	1	1	0	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	007c55cc-6ab3-4e4f-b2a5-934be6a96a6c	perceived risks	-2		2022-11-01T11:06:12Z	267	279	TRUE	1	1	0	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	2056069b-235c-4b8f-9abd-32a7db23838e	positive feelings	3		2022-11-01T11:06:12Z	686	202	TRUE	1	1	0	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	40957ad6-319d-48d8-ad17-18bd18e39a82	perceived benefits	2		2022-11-01T11:06:12Z	841	297	TRUE	1	1	0	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	7b6efed2-ad93-4130-95ad-620801875baa	reduce climate change	3		2022-11-01T11:08:14Z	1011	176	FALSE	1	1	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	7a458e82-6278-43bc-b516-e114c280c154	better future	2	creating a better future for furture generations	2022-11-01T11:09:44Z	1076	355	FALSE	1	1	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	d7846a74-9539-47e8-9466-8cc3fe23b9f1	continuous	-3	not a 1 stop solution, it has to be done for many years to come	2022-11-01T11:10:35Z	583	49	FALSE	1	1	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	c0ba85bc-2d13-4be0-809b-1df7a4e1448d	unknown outcomes	-3	might have negative outcomes that scientists don't know about yet (cause cancer etc)	2022-11-01T11:11:31Z	193	436	FALSE	1	1	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	5617058e-6794-4ad6-beef-e19112a0c471	smelly	-1	sulfer smells bad	2022-11-01T11:12:30Z	198	129	FALSE	1	1	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	77609fa3-0883-42d9-ad05-36c86be8c7fc	acid rain	-2	could cause acid rain	2022-11-01T11:13:08Z	91	311	FALSE	1	1	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	a28c6a00-8813-407a-96e1-cc61088be62b	cause	10	doesn't address the cause of climate change, just tried to reverse effects	2022-11-01T11:13:32Z	713	587	FALSE	1	1	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	543a59fa-0c34-4cba-8210-75611673f84e	save animals	3	eg polar bears, and sealife who are affected by melting ice caps	2022-11-01T11:14:14Z	858	403	FALSE	1	1	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	394c8b0e-9c50-478b-ad7f-d641b8348d80	harmful to birds	-3		2022-11-01T11:14:55Z	64	185	FALSE	1	1	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	a0887291-4585-47a3-afe9-6ad762e987e1	conflicts	-3	could cause conflicts between countries if some don't agree to the plan	2022-11-01T11:15:38Z	275	568	FALSE	1	1	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	7380cd10-9a89-4577-93a8-10e8314bc603	expensive	-2		2022-11-01T11:16:29Z	385	206	FALSE	1	1	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	54d03f00-546b-4870-8ef0-a67aac592edd	other weather	-3	might affect other weather patterns	2022-11-01T11:17:12Z	67	452	FALSE	1	1	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	ddf59ac7-6446-4d78-aa08-51a69065c0a9	damage atmosphere	-3	damage to the atmosphere outside of earths 	2022-11-01T11:18:23Z	179	627	FALSE	1	1	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	75f0a24b-533b-4c5f-8ceb-95b758fe3695	airplanes	-3	airplanes are used in SAI, but they're one of the causes for air pollution	2022-11-01T11:19:18Z	518	185	FALSE	1	1	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	3be74851-0008-43c8-8c9f-2bf9ba830a5e	atmosphere	-1	make people feel better about not doing much to help stop climate change	2022-11-01T11:20:47Z	803	128	FALSE	1	1	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	8d6515db-ced8-4ca6-bffd-c91f9233d013	damage	-3	could cause more damage to polar ice caps	2022-11-01T11:22:25Z	60	538	FALSE	1	1	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	e371aa86-2a19-4618-99a3-3e684103295b	health	-2	might affect peoples health, especially those with lung issues	2022-11-01T11:22:57Z	336	655	FALSE	1	1	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	24a00177-c964-4b08-b8f4-d50cc2512bea	research	10	further research needs to be done	2022-11-01T11:23:47Z	862	554	FALSE	1	1	1	TRUE
e68c4240-a600-4b6f-a748-beb7c0f3d72a	5c17c149f596b100011ca8b8	7098618c-bae4-4d49-a714-1d4c70a42c67	acceptability of SAI	0		2022-11-01T10:09:49Z	650	400	TRUE	0	0	0	TRUE
e68c4240-a600-4b6f-a748-beb7c0f3d72a	5c17c149f596b100011ca8b8	c0646fe2-8d05-4d57-aa45-8eb22e9da084	lower temperatures	1		2022-11-01T10:10:46Z	814.1999969482422	332.76666259765625	FALSE	1	1	1	TRUE
e68c4240-a600-4b6f-a748-beb7c0f3d72a	5c17c149f596b100011ca8b8	2fce027d-ed1f-4408-ba57-965886fd2a1e	minimal wildfires risk	2		2022-11-01T10:12:53Z	978.1999969482422	237.76666259765625	FALSE	1	1	1	TRUE
e68c4240-a600-4b6f-a748-beb7c0f3d72a	5c17c149f596b100011ca8b8	796f3cc6-1c80-440d-99b6-56dc79bed1d7	biodiversity protected	3		2022-11-01T10:14:56Z	1136.1999969482422	145.76666259765625	FALSE	1	1	1	TRUE
e68c4240-a600-4b6f-a748-beb7c0f3d72a	5c17c149f596b100011ca8b8	f15ad94b-7c6b-4496-bca0-88c749e0ecf2	protects ice caps	2		2022-11-01T10:16:34Z	1022.1999969482422	394.76666259765625	FALSE	1	1	1	TRUE
e68c4240-a600-4b6f-a748-beb7c0f3d72a	5c17c149f596b100011ca8b8	a353a7d2-ff6b-4761-b827-43309ea1e694	low cost technology	1		2022-11-01T10:19:29Z	650.1999969482422	532.76666259765625	FALSE	1	1	1	TRUE
e68c4240-a600-4b6f-a748-beb7c0f3d72a	5c17c149f596b100011ca8b8	b5b95ebc-7c24-4b7b-81be-d193593d2a32	reduces flood risk	2		2022-11-01T10:21:41Z	1207.1999969482422	393.76666259765625	FALSE	1	1	1	TRUE
e68c4240-a600-4b6f-a748-beb7c0f3d72a	5c17c149f596b100011ca8b8	854e9145-334c-411d-b7f7-0fabac0ccaaf	lessens economic burden	10		2022-11-01T10:22:40Z	839.1999969482422	534.76666259765625	FALSE	1	1	1	TRUE
e68c4240-a600-4b6f-a748-beb7c0f3d72a	5c17c149f596b100011ca8b8	1a35eb39-2391-49bf-b6e3-6ce4d4e498d8	Rapidly effective technology	1		2022-11-01T10:25:00Z	802.1999969482422	438.76666259765625	FALSE	1	1	1	TRUE
e68c4240-a600-4b6f-a748-beb7c0f3d72a	5c17c149f596b100011ca8b8	3923eb4e-4785-4b9d-939b-d913ed1a6da8	Saves time	1		2022-11-01T10:26:47Z	990.1999969482422	465.76666259765625	FALSE	1	1	1	TRUE
e68c4240-a600-4b6f-a748-beb7c0f3d72a	5c17c149f596b100011ca8b8	eae31720-2d8a-4226-a386-9f2768713ac7	Reduces environmental damage	1		2022-11-01T10:30:42Z	1042.1999969482422	580.76666259765625	FALSE	1	1	1	TRUE
e68c4240-a600-4b6f-a748-beb7c0f3d72a	5c17c149f596b100011ca8b8	b7547e3f-ae0f-4687-b32e-ccf2b980713f	CO2 emissions continue	-2		2022-11-01T10:31:10Z	372.1999969482422	357.76666259765625	FALSE	1	1	1	TRUE
e68c4240-a600-4b6f-a748-beb7c0f3d72a	5c17c149f596b100011ca8b8	2439dc7c-2e64-4380-b79e-1aec9efe38de	Ocean acidity unresolved	-3		2022-11-01T10:33:32Z	152.1999969482422	390.76666259765625	FALSE	1	1	1	TRUE
e68c4240-a600-4b6f-a748-beb7c0f3d72a	5c17c149f596b100011ca8b8	05ef9701-5904-4d5e-8d96-e54f9055db63	Aquatic life endangered	-3	including coral reef	2022-11-01T10:34:18Z	77.19999694824219	219.76666259765625	FALSE	1	1	1	TRUE
e68c4240-a600-4b6f-a748-beb7c0f3d72a	5c17c149f596b100011ca8b8	72a2a8b4-cdb3-4a99-8c43-06293b27f53c	Increases rain possibility	10		2022-11-01T10:36:13Z	619.1999969482422	280.76666259765625	FALSE	1	1	1	TRUE
e68c4240-a600-4b6f-a748-beb7c0f3d72a	5c17c149f596b100011ca8b8	5e9b2a3b-0d15-4840-9e19-04aaf24b0380	increased flood risk	-2		2022-11-01T10:37:08Z	519.1999969482422	175.76666259765625	FALSE	1	1	1	TRUE
e68c4240-a600-4b6f-a748-beb7c0f3d72a	5c17c149f596b100011ca8b8	86818b11-390c-49dc-801f-9e0b4a301e50	helps with draught	2	in hot countries and malnurished regions	2022-11-01T10:38:05Z	768.1999969482422	176.76666259765625	FALSE	1	1	1	TRUE
e68c4240-a600-4b6f-a748-beb7c0f3d72a	5c17c149f596b100011ca8b8	33ee62bf-c6cf-4fcc-baf6-c26da261eb75	heat stroke prevention	1	lessens illnesses amongst elderly who vulnerable to high temperatures and dehydration	2022-11-01T10:40:24Z	971.1999969482422	125.76666259765625	FALSE	1	1	1	TRUE
e68c4240-a600-4b6f-a748-beb7c0f3d72a	5c17c149f596b100011ca8b8	5634189a-273f-4182-975d-c4fc820fbe89	hospital admissions reduced	1		2022-11-01T10:42:15Z	1197.1999969482422	56.76666259765625	FALSE	1	1	1	TRUE
e68c4240-a600-4b6f-a748-beb7c0f3d72a	5c17c149f596b100011ca8b8	e21bb4c7-61c8-4bb6-941c-4e3babef1052	Risk of death	-3	In human settlement areas	2022-11-01T10:43:25Z	833.1999969482422	58.76666259765625	FALSE	1	1	1	TRUE
e68c4240-a600-4b6f-a748-beb7c0f3d72a	5c17c149f596b100011ca8b8	8d9991c6-145c-48e7-ad9c-77b2303d4a67	Damage of infrastructure	-1	buildings, electricity etc.	2022-11-01T10:43:59Z	518.1999969482422	39.76666259765625	FALSE	1	1	1	TRUE
e68c4240-a600-4b6f-a748-beb7c0f3d72a	5c17c149f596b100011ca8b8	56e66678-e5c9-4af9-8538-a4075748fe26	requires further research	-2	to support and back this method	2022-11-01T10:45:11Z	361.1999969482422	568.76666259765625	FALSE	1	1	1	TRUE
e68c4240-a600-4b6f-a748-beb7c0f3d72a	5c17c149f596b100011ca8b8	a0cc6615-9038-45c3-9e5f-e106a05928fb	Funding needed	0		2022-11-01T10:46:35Z	611.1999969482422	712.76666259765625	FALSE	1	1	1	TRUE
e68c4240-a600-4b6f-a748-beb7c0f3d72a	5c17c149f596b100011ca8b8	c5b91cb6-25c3-4126-a191-9ff1790a981e	global agreement	10		2022-11-01T10:47:36Z	86.19999694824219	139.76666259765625	FALSE	1	1	1	TRUE
e68c4240-a600-4b6f-a748-beb7c0f3d72a	5c17c149f596b100011ca8b8	4be685b1-e94d-4f75-92cd-d47320b30113	Political views	10		2022-11-01T10:50:33Z	294.1999969482422	55.76666259765625	FALSE	1	1	1	TRUE
2b1bee59-8b54-47a2-ab55-c0510c4c0cf3	5e89ec793c01b3685a00bb12	e34824b5-42f8-4514-a5b4-41a458e69992	acceptability of SAI	0		2022-11-01T10:06:05Z	650	400	TRUE	0	0	0	TRUE
2b1bee59-8b54-47a2-ab55-c0510c4c0cf3	5e89ec793c01b3685a00bb12	d341b29d-859f-4680-87bc-e839db042ef3	positive feelings	0		2022-11-01T10:06:05Z	951	607	TRUE	1	1	0	TRUE
2b1bee59-8b54-47a2-ab55-c0510c4c0cf3	5e89ec793c01b3685a00bb12	1656b0b4-90c4-4516-b1db-18085f347f68	perceived benefits	0		2022-11-01T10:06:05Z	605	594	TRUE	1	1	0	TRUE
2b1bee59-8b54-47a2-ab55-c0510c4c0cf3	5e89ec793c01b3685a00bb12	fef2d0be-99ae-4b93-b2a2-80dfa61aab05	perceived risks	0		2022-11-01T10:06:05Z	618	156	TRUE	1	1	0	TRUE
2b1bee59-8b54-47a2-ab55-c0510c4c0cf3	5e89ec793c01b3685a00bb12	f8802554-cc5f-4fa9-a018-bef5acb9079d	negative feelings	0		2022-11-01T10:06:05Z	947	165	TRUE	1	1	0	TRUE
2b1bee59-8b54-47a2-ab55-c0510c4c0cf3	5e89ec793c01b3685a00bb12	c6158429-3145-4855-820f-304f1427280d	trust in policitical institutions	0		2022-11-01T10:06:05Z	316	153	TRUE	1	1	0	TRUE
2b1bee59-8b54-47a2-ab55-c0510c4c0cf3	5e89ec793c01b3685a00bb12	7b0f8eef-a6c6-4d19-83a7-48291b2509c7	unacceptable natural interference	-3		2022-11-01T10:07:24Z	808	294	FALSE	1	1	1	TRUE
2b1bee59-8b54-47a2-ab55-c0510c4c0cf3	5e89ec793c01b3685a00bb12	5d4e5177-720a-44ef-93f3-98f64719bcd3	Potentially life saving	1		2022-11-01T10:08:05Z	776	486	FALSE	1	1	1	TRUE
2b1bee59-8b54-47a2-ab55-c0510c4c0cf3	5e89ec793c01b3685a00bb12	cdd74181-5d89-4057-bb4d-bd72652ea2e1	global buy-in unlikely	-2		2022-11-01T10:10:08Z	138	280	FALSE	1	1	1	TRUE
2b1bee59-8b54-47a2-ab55-c0510c4c0cf3	5e89ec793c01b3685a00bb12	73498c87-c56c-4e86-8551-ce579dbdbaf8	weak implementation	-3		2022-11-01T10:11:16Z	379	295	FALSE	1	1	1	TRUE
2b1bee59-8b54-47a2-ab55-c0510c4c0cf3	5e89ec793c01b3685a00bb12	d17447db-5e68-414a-bc9a-2318e8963e12	treats symptoms	-2	it's not a long term solution but has long term implications	2022-11-01T10:12:15Z	943	371	FALSE	1	1	1	TRUE
2b1bee59-8b54-47a2-ab55-c0510c4c0cf3	5e89ec793c01b3685a00bb12	93bcc2c3-fb29-4e02-b75c-fb7e55331432	better options	3		2022-11-01T10:14:08Z	472	445	FALSE	1	1	1	TRUE
2b1bee59-8b54-47a2-ab55-c0510c4c0cf3	5e89ec793c01b3685a00bb12	ceebb793-44a7-4eb3-92c7-622a9d149a9d	Harness don't reflect	3	use the suns radiation to better effect and thus reduce CO2 emmissions that way	2022-11-01T10:14:29Z	333	484	FALSE	1	1	1	TRUE
2b1bee59-8b54-47a2-ab55-c0510c4c0cf3	5e89ec793c01b3685a00bb12	0c2b4ffd-6f49-4195-b808-883f0b62d7a8	longer-term problems persist	-3	it seems to me to be an experiment with unknown consequences. in 100 years time we'll be saying there's too much sulphur in the atmosphere.	2022-11-01T10:15:30Z	1042	42	FALSE	1	1	1	TRUE
2b1bee59-8b54-47a2-ab55-c0510c4c0cf3	5e89ec793c01b3685a00bb12	07e1a36c-62af-4b3b-a426-92ac4bab985e	lack of credibility	-3	Governments are not credible or believable. 	2022-11-01T10:16:29Z	108	55	FALSE	1	1	1	TRUE
2b1bee59-8b54-47a2-ab55-c0510c4c0cf3	5e89ec793c01b3685a00bb12	2e560ec4-e271-47a4-a703-4009f99b8f58	Sulphur mining polution	-3		2022-11-01T10:18:08Z	624	54	FALSE	1	1	1	TRUE
2b1bee59-8b54-47a2-ab55-c0510c4c0cf3	5e89ec793c01b3685a00bb12	650587ac-e7d6-4fa5-8938-bb8333e82294	Sulphur Mining Danger	-3	It is very harmful to mine sulphur. miners have reported that their teeth have disolved working on the mines.	2022-11-01T10:19:24Z	792	195	FALSE	1	1	1	TRUE
2b1bee59-8b54-47a2-ab55-c0510c4c0cf3	5e89ec793c01b3685a00bb12	6dbf7adc-e343-4505-996a-49f38f9b269b	Greenwashing	-3	Like shifting production to China so we in the west can say we've cut out CO2 emmissions, this is nothing than more of the same.	2022-11-01T10:21:06Z	895	42	FALSE	1	1	1	TRUE
2b1bee59-8b54-47a2-ab55-c0510c4c0cf3	5e89ec793c01b3685a00bb12	839ae809-4368-4fea-99ee-17bf9d5f20e9	can we influence?	0	is climate change something we can really influence?	2022-11-01T10:23:13Z	1096	480	FALSE	1	1	1	TRUE
2b1bee59-8b54-47a2-ab55-c0510c4c0cf3	5e89ec793c01b3685a00bb12	957c4fe5-5485-4ded-a247-037e47c98e36	What cost?	0	"how much will this experiment cost? will that money be better invested in alternatives, such as carbon capture, solar?
"	2022-11-01T10:23:55Z	559	298	FALSE	1	1	1	TRUE
2b1bee59-8b54-47a2-ab55-c0510c4c0cf3	5e89ec793c01b3685a00bb12	7b94980c-e1d2-4020-be4b-82f3c2231b4f	creates demand	3	"Sulphur will be in greater demand leading to economic growth in some areas.
"	2022-11-01T10:25:43Z	791	599	FALSE	1	1	1	TRUE
2b1bee59-8b54-47a2-ab55-c0510c4c0cf3	5e89ec793c01b3685a00bb12	b5027e90-6287-4eda-9d98-b3b4cb42520f	scientific advancement	1	"there is the potential to learn from this experiment and to further scientific understanding
"	2022-11-01T10:26:29Z	722	693	FALSE	1	1	1	TRUE
2b1bee59-8b54-47a2-ab55-c0510c4c0cf3	5e89ec793c01b3685a00bb12	9267e48d-cb62-4fd1-aa0e-be1924ae648b	preference for alternatives	0	should we be focussing on less on a single issue and more on something which resolves more/all problems in the medium term? i.e. push towards nuclear energy or hydrogen?	2022-11-01T10:30:36Z	249	614	FALSE	1	1	1	TRUE
2b1bee59-8b54-47a2-ab55-c0510c4c0cf3	5e89ec793c01b3685a00bb12	722bed85-de39-4873-9af7-dd6e7f543e98	Will it work?	1	the theory sounds good, but on a global scale there is too much potential for catastrophe. i would sooner work on local options.	2022-11-01T10:32:16Z	1172	281	FALSE	1	1	1	TRUE
e411e5c1-59d8-44f7-a39e-a1ba3dc7462a	5c5cad3e4ee81200018eafe2	d3cbcf28-85e1-4b4c-bbda-4faacf7778f6	acceptability of SAI	1		2022-11-01T10:05:19Z	650	400	TRUE	0	0	0	TRUE
e411e5c1-59d8-44f7-a39e-a1ba3dc7462a	5c5cad3e4ee81200018eafe2	6dda61cb-1090-4d5d-9165-79f47ce45718	negative feelings	-2	doesn't address the causes	2022-11-01T10:05:19Z	80	50	TRUE	1	1	0	TRUE
e411e5c1-59d8-44f7-a39e-a1ba3dc7462a	5c5cad3e4ee81200018eafe2	46736aae-a143-449b-9eb2-f38b34ae3384	perceived risks	-2		2022-11-01T10:05:19Z	151	165	TRUE	1	1	0	TRUE
e411e5c1-59d8-44f7-a39e-a1ba3dc7462a	5c5cad3e4ee81200018eafe2	caf28dd2-482a-4984-9c33-973904636105	trust in policitical institutions	0		2022-11-01T10:05:19Z	495	56	TRUE	1	1	0	TRUE
e411e5c1-59d8-44f7-a39e-a1ba3dc7462a	5c5cad3e4ee81200018eafe2	9d03e308-c160-45c4-acdb-091aff3179fd	acid rain	-2		2022-11-01T10:07:02Z	624	279	FALSE	1	1	1	TRUE
e411e5c1-59d8-44f7-a39e-a1ba3dc7462a	5c5cad3e4ee81200018eafe2	3b215d81-ed60-453c-b948-0caf99737364	potential conflicts	-1	social or politcal conflicts over the use	2022-11-01T10:10:35Z	524	139	FALSE	1	1	1	TRUE
e411e5c1-59d8-44f7-a39e-a1ba3dc7462a	5c5cad3e4ee81200018eafe2	720aa4e3-4a72-4ebc-a522-39d40070f7cd	quickly adopted	2	can be deployed quickly	2022-11-01T10:11:58Z	943	263	FALSE	1	1	1	TRUE
e411e5c1-59d8-44f7-a39e-a1ba3dc7462a	5c5cad3e4ee81200018eafe2	7d69bb9e-ed79-4b30-928d-dd63930963ff	effective	2	may show results quickly so very useful	2022-11-01T10:12:31Z	888	393	FALSE	1	1	1	TRUE
e411e5c1-59d8-44f7-a39e-a1ba3dc7462a	5c5cad3e4ee81200018eafe2	fee1e868-361d-4672-866c-3795c3bb62d0	low costs	2		2022-11-01T10:13:05Z	1033	495	FALSE	1	1	1	TRUE
e411e5c1-59d8-44f7-a39e-a1ba3dc7462a	5c5cad3e4ee81200018eafe2	529f5fa8-628a-4115-ae4a-9fadb1583271	longterm committment	-2		2022-11-01T10:13:21Z	390	147	FALSE	1	1	1	TRUE
