CAM.x	participantCAM.x	id	text	value	comment	date.x	x_pos	y_pos	isDraggable	isDeletable.x	isTextChangeable	isActive.x	CAM.y	participantCAM.y	id.y	date.y	idending	intensity	agreement	isBidirectional	isDeletable.y	isActive.y
01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	fc1a54fd-3a55-4369-ab30-8f1fbb70d171	Cost of SAI	-1	Who funds the cost	1667303647028	789	621	1	1	1	TRUE	01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	cb52cc94-9f8f-4969-80f3-dd2d9edf7080	1667303780698	a2a4b68f-7bd2-4d31-817c-3be817178c40	9	0	0	1	TRUE
01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	a2a4b68f-7bd2-4d31-817c-3be817178c40	More taxes	-3	compared to current	1667303748565	999	529	1	1	1	TRUE	01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	a67a0a11-b2f9-4adc-b95d-a2dd75cd2e24	1667303859505	eb687a50-1195-488d-8017-f8dd4359278b	6	1	0	1	TRUE
01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	a2a4b68f-7bd2-4d31-817c-3be817178c40	More taxes	-3	compared to current	1667303748565	999	529	1	1	1	TRUE	01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	19784e69-f231-4bd9-855a-2f864db017ac	1667303908754	3dfcd9d5-6871-48ad-8d54-2a95fc4b6270	6	1	0	1	TRUE
01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	a2a4b68f-7bd2-4d31-817c-3be817178c40	More taxes	-3	compared to current	1667303748565	999	529	1	1	1	TRUE	01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	fbb09586-5231-4da4-94f7-1c9521e4d56e	1667303946618	99200d5f-c801-4d7e-9aaa-c6d47796ab52	6	1	0	1	TRUE
01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	eb687a50-1195-488d-8017-f8dd4359278b	Poverty	-2		1667303816150	1120	429	1	1	1	TRUE	01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	ec6ff457-1be4-4ad9-875d-740cf4dd78e3	1667303976826	8b2a50da-58e1-45b9-b479-501bbfbac9d8	6	1	0	1	TRUE
01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	5b128333-2222-4bd2-b356-f03c58d317e6	Cost of living	-1	compared to when fossil fuels are used	1667304095069	960	391	1	1	1	TRUE	01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	68eb42ab-58b4-404c-bed7-28b9a6149ea6	1667304146585	fe0f0793-a02d-4d42-aa8e-7a85297f1ccc	6	1	1	1	TRUE
01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	5b128333-2222-4bd2-b356-f03c58d317e6	Cost of living	-1	compared to when fossil fuels are used	1667304095069	960	391	1	1	1	TRUE	01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	fab97d65-c00f-423d-a01c-cd76368548bc	1667304160863	a2a4b68f-7bd2-4d31-817c-3be817178c40	3	1	1	1	TRUE
01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	1c4367a0-1032-49cc-9754-6a70f5c5db25	Side Effects	-2		1667304203789	452	445	1	1	1	TRUE	01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	9a2546db-e89d-46da-8fc4-fd6ed983fe74	1667304245425	519c313c-9a14-4577-a62b-796cd7fb9999	9	1	0	1	TRUE
01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	519c313c-9a14-4577-a62b-796cd7fb9999	Potential Acid Rain	-3		1667304230357	429	565	1	1	1	TRUE	01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	44c4ad8a-8716-4cd6-98c8-f26c9b20d6c8	1667304275206	4d5958b0-6455-41a0-b16a-cb5d9aace7aa	9	1	0	1	TRUE
01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	519c313c-9a14-4577-a62b-796cd7fb9999	Potential Acid Rain	-3		1667304230357	429	565	1	1	1	TRUE	01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	9a69688f-2f53-431c-a706-0bda68c9eaa3	1667304338112	3253e8f8-6e0c-4410-a76b-87cd97a866d0	3	1	0	1	TRUE
01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	519c313c-9a14-4577-a62b-796cd7fb9999	Potential Acid Rain	-3		1667304230357	429	565	1	1	1	TRUE	01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	488fc6f9-3919-48cf-8636-fcc6a07585d3	1667304500456	22ae7431-7509-46e0-91d3-e13f3ef8815f	3	1	0	1	TRUE
01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	3253e8f8-6e0c-4410-a76b-87cd97a866d0	Farm land	0	use of farming	1667304293100	251	624	1	1	1	TRUE	01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	9f2643ea-e937-4b1b-a29b-93437aeaebd4	1667304384846	c95688f9-8fe4-4df6-98b0-22e1a557582d	3	1	0	1	TRUE
01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	c95688f9-8fe4-4df6-98b0-22e1a557582d	Inability to grow	-3		1667304354828	104	537	1	1	1	TRUE	01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	1f91ad44-401c-4330-8f27-b219bcc8d616	1667304408944	ed6c4a94-55f9-4ef4-9ea2-75f2b2b2dda0	9	1	0	1	TRUE
01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	c95688f9-8fe4-4df6-98b0-22e1a557582d	Inability to grow	-3		1667304354828	104	537	1	1	1	TRUE	01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	7b1480e1-2453-4537-95dc-075962e7e9aa	1667304429457	0a7359c2-4f97-4878-9143-5651ac775c4d	9	1	0	1	TRUE
01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	22ae7431-7509-46e0-91d3-e13f3ef8815f	Air Pollution	-2		1667304468604	280	284	1	1	1	TRUE	01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	f4d1853d-f013-403a-86c3-350b77a72d6b	1667304546861	563bd838-b3ca-4587-a273-0e64afa5985b	3	1	0	1	TRUE
01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	563bd838-b3ca-4587-a273-0e64afa5985b	Unbreathable Air	-1		1667304521508	152	194	1	1	1	TRUE	01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	1fd745fa-e57a-417c-9cdf-51b1e551684c	1667304553775	0a7359c2-4f97-4878-9143-5651ac775c4d	3	1	0	1	TRUE
01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	46ffc43a-4427-4f07-aeee-355377cd7f10	Global Tension	-2		1667304634604	706	708	1	1	1	TRUE	01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	d2167d57-d5af-45d0-a3cd-12ff154c18ca	1667304679543	0b159a7b-7e76-43d7-8f78-79b05831c26a	3	1	0	1	TRUE
01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	0b159a7b-7e76-43d7-8f78-79b05831c26a	War	-3		1667304652900	941	728	1	1	1	TRUE	01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	a4243d3d-5bc1-4f0d-a64f-d12532310ba1	1667304693952	99200d5f-c801-4d7e-9aaa-c6d47796ab52	3	1	0	1	TRUE
01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	0b159a7b-7e76-43d7-8f78-79b05831c26a	War	-3		1667304652900	941	728	1	1	1	TRUE	01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	0acfc8e3-5cc7-4fb0-8e80-af5ee8e5b6f2	1667304695372	3dfcd9d5-6871-48ad-8d54-2a95fc4b6270	3	1	0	1	TRUE
01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	0b159a7b-7e76-43d7-8f78-79b05831c26a	War	-3		1667304652900	941	728	1	1	1	TRUE	01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	54f44f48-ea9d-4a4f-b9c8-c7805bfdbf02	1667304698447	eb687a50-1195-488d-8017-f8dd4359278b	3	1	0	1	TRUE
01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	11be06e4-ddbc-42ad-acba-fce7bec1dc7f	acceptability of SAI	0		1667303119428	650	400	0	0	0	TRUE	01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	0549f7cc-0c94-4b2e-8e44-22ccb8d60f8c	1667303273649	100d925c-cbb4-40fe-9d5a-471845e6f47d	9	0	1	1	TRUE
01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	11be06e4-ddbc-42ad-acba-fce7bec1dc7f	acceptability of SAI	0		1667303119428	650	400	0	0	0	TRUE	01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	535079e3-d486-452c-b71d-a018f633c6c7	1667303486858	18aa5b86-276a-4ad6-ab55-46686eef78c3	9	0	1	1	TRUE
01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	18aa5b86-276a-4ad6-ab55-46686eef78c3	trust in policitical institutions	-3	Potential risk of global conflict	1667303119430	649	530	1	1	0	TRUE	01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	9ca78496-5c31-41b8-9cc2-e99141e16d1a	1667303721074	fc1a54fd-3a55-4369-ab30-8f1fbb70d171	3	1	1	1	TRUE
01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	100d925c-cbb4-40fe-9d5a-471845e6f47d	Effect on Oceans	-2	Greenhouse gases compared to plastic pollution	1667303158930	781	292	1	1	1	TRUE	01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	8c4efa01-4785-4c68-bf08-72fbb0dd7b00	1667303569633	081ac3ee-584d-47f1-a96a-4abee6972024	6	1	1	1	TRUE
01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	a2a4b68f-7bd2-4d31-817c-3be817178c40	More taxes	-3	compared to current	1667303748565	999	529	1	1	1	TRUE	01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	fab97d65-c00f-423d-a01c-cd76368548bc	1667304160863	5b128333-2222-4bd2-b356-f03c58d317e6	3	1	1	1	TRUE
01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	fe0f0793-a02d-4d42-aa8e-7a85297f1ccc	Reduction Fossil Fuels	2		1667304046301	824	455	1	1	1	TRUE	01ec8ab0-7648-4c48-96f9-b27cfd90c8fc	5d7ebf9e93902b0001965912	68eb42ab-58b4-404c-bed7-28b9a6149ea6	1667304146585	5b128333-2222-4bd2-b356-f03c58d317e6	6	1	1	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	c7df6e96-8f19-415a-9c34-8a9fc38f596a	acceptability of SAI	10		1667300772320	650	400	0	0	0	TRUE	6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	2e2e0da9-1aeb-4e53-852c-77d38c92a24f	1667300825398	ee4e0d2e-5d3f-4ded-b9ce-548582711ac4	3	1	0	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	c7df6e96-8f19-415a-9c34-8a9fc38f596a	acceptability of SAI	10		1667300772320	650	400	0	0	0	TRUE	6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	ebe99439-efbd-49dc-8940-c0eb83462f98	1667300872371	2056069b-235c-4b8f-9abd-32a7db23838e	3	1	0	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	ee4e0d2e-5d3f-4ded-b9ce-548582711ac4	negative feelings	-3		1667300772320	449	407	1	1	0	TRUE	6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	96b068fd-c728-4e1c-b169-f79f4c9ca8db	1667301132056	c0ba85bc-2d13-4be0-809b-1df7a4e1448d	3	1	0	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	2527711f-880e-4d5c-ad99-fd59809e920d	trust in policitical institutions	-2		1667300772320	416	580	1	1	0	TRUE	6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	9670500e-2fc8-47e2-a939-0e5bb0004635	1667300828516	ee4e0d2e-5d3f-4ded-b9ce-548582711ac4	3	1	0	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	2527711f-880e-4d5c-ad99-fd59809e920d	trust in policitical institutions	-2		1667300772320	416	580	1	1	0	TRUE	6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	e4b50a20-48d8-4220-a966-190192c0976c	1667300968825	c7df6e96-8f19-415a-9c34-8a9fc38f596a	3	1	0	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	007c55cc-6ab3-4e4f-b2a5-934be6a96a6c	perceived risks	-2		1667300772320	267	279	1	1	0	TRUE	6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	e134aec8-72a8-40ac-8dc8-29582b5e4db3	1667300830018	ee4e0d2e-5d3f-4ded-b9ce-548582711ac4	3	1	0	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	2056069b-235c-4b8f-9abd-32a7db23838e	positive feelings	3		1667300772320	686	202	1	1	0	TRUE	6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	095813ae-8d34-439f-945a-09f22da8cf82	1667301692101	3be74851-0008-43c8-8c9f-2bf9ba830a5e	3	1	0	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	40957ad6-319d-48d8-ad17-18bd18e39a82	perceived benefits	2		1667300772320	841	297	1	1	0	TRUE	6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	0f9f74e9-abb8-4270-9bff-106ee3f3b57d	1667300883671	2056069b-235c-4b8f-9abd-32a7db23838e	3	1	0	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	40957ad6-319d-48d8-ad17-18bd18e39a82	perceived benefits	2		1667300772320	841	297	1	1	0	TRUE	6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	ac54182c-912a-440f-b222-ca095a13743d	1667300886565	c7df6e96-8f19-415a-9c34-8a9fc38f596a	3	1	0	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	40957ad6-319d-48d8-ad17-18bd18e39a82	perceived benefits	2		1667300772320	841	297	1	1	0	TRUE	6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	0ba59db2-a68f-4bc3-8be7-be10976e209e	1667300953770	7b6efed2-ad93-4130-95ad-620801875baa	3	1	0	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	40957ad6-319d-48d8-ad17-18bd18e39a82	perceived benefits	2		1667300772320	841	297	1	1	0	TRUE	6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	7be681e8-04e2-4969-a92f-27e2ad7b5e2f	1667301009498	7a458e82-6278-43bc-b516-e114c280c154	3	1	0	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	7a458e82-6278-43bc-b516-e114c280c154	better future	2	creating a better future for furture generations	1667300984301	1076	355	1	1	1	TRUE	6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	ec4cbb61-20a2-4b86-b862-458a70fab76e	1667301011603	7b6efed2-ad93-4130-95ad-620801875baa	3	1	1	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	d7846a74-9539-47e8-9466-8cc3fe23b9f1	continuous	-3	not a 1 stop solution, it has to be done for many years to come	1667301035740	583	49	1	1	1	TRUE	6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	4cab55c6-16d4-41b0-b7ad-91d8160cefaf	1667301072404	c7df6e96-8f19-415a-9c34-8a9fc38f596a	3	1	0	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	c0ba85bc-2d13-4be0-809b-1df7a4e1448d	unknown outcomes	-3	might have negative outcomes that scientists don't know about yet (cause cancer etc)	1667301091785	193	436	1	1	1	TRUE	6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	0482d07e-6107-4a2a-8381-9bdaab855234	1667301136420	007c55cc-6ab3-4e4f-b2a5-934be6a96a6c	3	1	0	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	5617058e-6794-4ad6-beef-e19112a0c471	smelly	-1	sulfer smells bad	1667301150773	198	129	1	1	1	TRUE	6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	cddf0a44-d10d-4905-898f-b7530907b658	1667301169006	ee4e0d2e-5d3f-4ded-b9ce-548582711ac4	3	1	0	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	77609fa3-0883-42d9-ad05-36c86be8c7fc	acid rain	-2	could cause acid rain	1667301188452	91	311	1	1	1	TRUE	6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	70ad6692-0786-4e3f-8818-20e807b6380d	1667301203322	007c55cc-6ab3-4e4f-b2a5-934be6a96a6c	3	1	0	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	77609fa3-0883-42d9-ad05-36c86be8c7fc	acid rain	-2	could cause acid rain	1667301188452	91	311	1	1	1	TRUE	6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	da546ab7-7fcd-4eca-81b9-485459c61b8c	1667301204695	c0ba85bc-2d13-4be0-809b-1df7a4e1448d	3	1	0	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	a28c6a00-8813-407a-96e1-cc61088be62b	cause	10	doesn't address the cause of climate change, just tried to reverse effects	1667301212697	713	587	1	1	1	TRUE	6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	ca84e695-ea2c-4dc3-8429-d5d0f145edad	1667301243880	c7df6e96-8f19-415a-9c34-8a9fc38f596a	3	1	0	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	a28c6a00-8813-407a-96e1-cc61088be62b	cause	10	doesn't address the cause of climate change, just tried to reverse effects	1667301212697	713	587	1	1	1	TRUE	6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	28ea8db7-725a-4468-9ee2-b5648805cbe5	1667301842411	24a00177-c964-4b08-b8f4-d50cc2512bea	3	1	0	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	543a59fa-0c34-4cba-8210-75611673f84e	save animals	3	eg polar bears, and sealife who are affected by melting ice caps	1667301254592	858	403	1	1	1	TRUE	6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	31a38a39-2f4f-4578-96c7-981e34ec1468	1667301291252	40957ad6-319d-48d8-ad17-18bd18e39a82	3	1	0	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	543a59fa-0c34-4cba-8210-75611673f84e	save animals	3	eg polar bears, and sealife who are affected by melting ice caps	1667301254592	858	403	1	1	1	TRUE	6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	a907cf81-1fad-4557-90b5-5625b277e1c4	1667301615476	7b6efed2-ad93-4130-95ad-620801875baa	3	1	1	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	394c8b0e-9c50-478b-ad7f-d641b8348d80	harmful to birds	-3		1667301295971	64	185	1	1	1	TRUE	6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	9083f747-ac7d-455f-b81e-a69c55a59632	1667301306938	007c55cc-6ab3-4e4f-b2a5-934be6a96a6c	3	1	0	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	a0887291-4585-47a3-afe9-6ad762e987e1	conflicts	-3	could cause conflicts between countries if some don't agree to the plan	1667301338061	275	568	1	1	1	TRUE	6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	5d475b16-8cdf-4184-84c9-c6b56bebbe75	1667301367028	2527711f-880e-4d5c-ad99-fd59809e920d	3	1	0	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	a0887291-4585-47a3-afe9-6ad762e987e1	conflicts	-3	could cause conflicts between countries if some don't agree to the plan	1667301338061	275	568	1	1	1	TRUE	6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	a609c4e8-2cca-49e0-9760-b167702b0e3c	1667301368486	ee4e0d2e-5d3f-4ded-b9ce-548582711ac4	3	1	0	1	TRUE
6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	7380cd10-9a89-4577-93a8-10e8314bc603	expensive	-2		1667301389464	385	206	1	1	1	TRUE	6fe26329-3418-4363-a26b-d5600c7048c3	5f50e3d60305bb088998b766	ea2b5eb2-bf2b-49c7-ae7d-dbb8442f61ce	1667301400981	ee4e0d2e-5d3f-4ded-b9ce-548582711ac4	3	1	0	1	TRUE
