CAM	participantCAM	id	text	value	comment	date	x_pos	y_pos	predefinedConcept	isDraggable	isDeletable	isTextChangeable	isActive	text_summarized
ac65f89b-77aa-4a16-9186-0ce6d4964205	noID	5c02ccf1-4dee-40cb-8445-7dad12bbb880	causes	10		2023-12-10T10:41:56Z	451.3333	467.5	FALSE	1	1	1	TRUE	scientific explanation_ambivalent
ac65f89b-77aa-4a16-9186-0ce6d4964205	noID	33ed2dba-2e21-4ce5-99fb-5bf711fdb450	greenhouse gas emissions	-1		2023-12-10T10:42:30Z	370.3333	494.5	FALSE	1	1	1	TRUE	scientific explanation_negative
ac65f89b-77aa-4a16-9186-0ce6d4964205	noID	995c75ec-62ff-4dcd-beb0-717bf36bc814	deforestation	-2		2023-12-10T10:43:00Z	451.3333	530.5	FALSE	1	1	1	TRUE	destruction of the environment_negative
ac65f89b-77aa-4a16-9186-0ce6d4964205	noID	8ca6113a-4619-48ca-aff1-28f53313132f	industrialized agriculture	-1		2023-12-10T10:43:53Z	444.3333	589.5	FALSE	1	1	1	TRUE	man made_negative
ac65f89b-77aa-4a16-9186-0ce6d4964205	noID	00363e21-ec49-4826-86d5-0d81169de1cf	consequence	10		2023-12-10T10:45:31Z	575.3333	55.5	FALSE	1	1	1	TRUE	negative consequences_ambivalent
ac65f89b-77aa-4a16-9186-0ce6d4964205	noID	d10b467d-7d64-4fc7-a8ff-695d21b6fcbd	extreme weather events	-1		2023-12-10T10:45:56Z	494.3333	30.5	FALSE	1	1	1	TRUE	natural disaster_negative
ac65f89b-77aa-4a16-9186-0ce6d4964205	noID	e080dd30-286b-4542-b518-4e46ea69e9d7	sea level rise	-1		2023-12-10T10:46:31Z	496.3333	90.5	FALSE	1	1	1	TRUE	rising sea level_negative
ac65f89b-77aa-4a16-9186-0ce6d4964205	noID	c8dc4e45-7b5a-4330-a7d2-d489ad32de68	species extinction	-1		2023-12-10T10:46:59Z	653.3333	88.5	FALSE	1	1	1	TRUE	destruction of the environment_negative
ac65f89b-77aa-4a16-9186-0ce6d4964205	noID	8c2734f1-82fc-49fd-88df-3e0c248d4386	measures	10		2023-12-10T10:47:25Z	786.3333	182.5	FALSE	1	1	1	TRUE	general measures against climate change_ambivalent
ac65f89b-77aa-4a16-9186-0ce6d4964205	noID	543dccd3-6f19-42f4-bddb-6eda15329417	energy transition	1		2023-12-10T10:48:42Z	982.3333	46.5	FALSE	1	1	1	TRUE	green technologies_positive
ac65f89b-77aa-4a16-9186-0ce6d4964205	noID	7db47076-c613-4cb8-a4e3-b7301876a687	energy efficiency	1		2023-12-10T10:48:56Z	885.3333	77.5	FALSE	1	1	1	TRUE	green technologies_positive
ac65f89b-77aa-4a16-9186-0ce6d4964205	noID	b97fd938-beb2-4457-80ff-eed8d140bf9b	reducing meat consumption	1		2023-12-10T10:49:13Z	968.3333	120.5	FALSE	1	1	1	TRUE	environmental friendly behavior_positive
96328cf1-ed80-4289-8795-233d93caf8db	noID	02f294dc-7153-439d-b5a2-1e8f30df48b4	climate change	-3		2023-12-10T10:33:57Z	650	400	TRUE	0	0	0	TRUE	Climate Change_negative
96328cf1-ed80-4289-8795-233d93caf8db	noID	c653e3ae-d15e-46e0-b6e9-6c05cc185b61	natural disaster	-3		2023-12-10T10:34:18Z	995	406	FALSE	1	1	1	TRUE	natural disaster_negative
96328cf1-ed80-4289-8795-233d93caf8db	noID	7a223457-3e62-4c8e-8c2c-0f7e694d9c3e	climate migration	-2		2023-12-10T10:34:55Z	852	622	FALSE	1	1	1	TRUE	social consequences_negative
96328cf1-ed80-4289-8795-233d93caf8db	noID	b37b09f6-5b52-4e3e-9c99-129ec2c22572	climate activism	2		2023-12-10T10:36:14Z	445	378	FALSE	1	1	1	TRUE	activism_positive
96328cf1-ed80-4289-8795-233d93caf8db	noID	7d808dd7-4459-45ee-a243-d543f57cd10f	paris agreement	10	Es ist gut. Aber sie wird nicht richtig umgesetzt.	2023-12-10T10:36:48Z	794	258	FALSE	1	1	1	TRUE	political measures against climate change_ambivalent
96328cf1-ed80-4289-8795-233d93caf8db	noID	03a4e08d-467e-4a64-bc5e-0df82bff9efe	climate defeatism	-2	Viele Menschen kampfen nicht, weil sie denken, dass es sinnlos ist.	2023-12-10T10:36:59Z	300	567	FALSE	1	1	1	TRUE	negative emotions_negative
96328cf1-ed80-4289-8795-233d93caf8db	noID	c6e5591d-3834-4742-9f14-240239bae612	developing countries harmed.	-3		2023-12-10T10:39:00Z	505	561	FALSE	1	1	1	TRUE	social consequences_negative
96328cf1-ed80-4289-8795-233d93caf8db	noID	781785db-cf8c-4794-ae42-bb0a028d42b8	green new deal	2		2023-12-10T10:40:14Z	1004	170	FALSE	1	1	1	TRUE	political measures against climate change_positive
96328cf1-ed80-4289-8795-233d93caf8db	noID	c11c166f-6a61-4d75-9075-b53b1d5c3198	green energy	3		2023-12-10T10:40:45Z	433	138	FALSE	1	1	1	TRUE	green technologies_positive
96328cf1-ed80-4289-8795-233d93caf8db	noID	3024aab8-586e-4800-818c-56ca1fc1fc2c	regulation of companies	3	Es wird nicht genug getan. Aber es ist entscheidend. Denn sie setzen die meisten Kohlenstoffemissionen frei.	2023-12-10T10:41:43Z	663	83	FALSE	1	1	1	TRUE	political measures against climate change_positive
96328cf1-ed80-4289-8795-233d93caf8db	noID	ad61f72e-c759-45f9-b25e-eed62e07cf71	awareness raising	2	Manchmal können die schlechtesten Aussichten die Menschen lehren. Es kann ein Katalysator für uns sein, um besser zu werden.	2023-12-10T10:43:18Z	1045	285	FALSE	1	1	1	TRUE	environmental consciousness_positive
96328cf1-ed80-4289-8795-233d93caf8db	noID	e2e02817-70cb-4224-a412-6b9a740ea16d	disaster capitalism	-3	Viele Unternehmen machen sich dieses Desaster zunutze. Sie bieten gefalschte Lösungen an. Weil sie mehr Geld wollen.	2023-12-10T10:45:49Z	494	275	FALSE	1	1	1	TRUE	industry_negative
96328cf1-ed80-4289-8795-233d93caf8db	noID	62c0f1c2-1150-4c37-b06d-854cfa7db20a	greenwashing	-2		2023-12-10T10:48:42Z	312	250	FALSE	1	1	1	TRUE	industry_negative
89fab424-c113-46a2-a10f-aceb3b9f81e8	noID	99214e57-23b0-443d-9bcc-94fd4c45f210	climate change	3		2023-12-10T10:46:29Z	650	400	TRUE	0	0	0	TRUE	Climate Change_positive
89fab424-c113-46a2-a10f-aceb3b9f81e8	noID	44f2d3bf-be6c-4a5d-9db4-d860e97e4ed0	crop yields	2		2023-12-10T10:47:43Z	771.5	327	FALSE	1	1	1	TRUE	impact on agriculture_positive
89fab424-c113-46a2-a10f-aceb3b9f81e8	noID	bc82ab5e-7f58-44d7-adff-7c960f841ef6	extreme weather	-1		2023-12-10T10:49:26Z	768.5	487	FALSE	1	1	1	TRUE	natural disaster_negative
89fab424-c113-46a2-a10f-aceb3b9f81e8	noID	c95f119a-b700-4910-9375-f3cd357c0997	healthy food	3		2023-12-10T10:50:02Z	984.5	242	FALSE	1	1	1	TRUE	health and food_positive
89fab424-c113-46a2-a10f-aceb3b9f81e8	noID	61d32b14-c275-4af4-910f-f2765f0a2102	melting glaciers	-3		2023-12-10T10:50:53Z	891.5	554	FALSE	1	1	1	TRUE	global warming_negative
89fab424-c113-46a2-a10f-aceb3b9f81e8	noID	0300bd60-ca1d-4ff6-99ba-41b511017b73	tourism	1		2023-12-10T10:51:24Z	583.5	575	FALSE	1	1	1	TRUE	rest_positive
89fab424-c113-46a2-a10f-aceb3b9f81e8	noID	ac978ace-15a6-4330-9b5f-edaf190c2800	food shortage	-3		2023-12-10T10:52:05Z	913.5	407	FALSE	1	1	1	TRUE	danger to humanity_negative
89fab424-c113-46a2-a10f-aceb3b9f81e8	noID	91086341-aa81-4e3c-9678-46e118e983aa	sea routes	1		2023-12-10T10:52:50Z	746.5	645	FALSE	1	1	1	TRUE	rest_positive
89fab424-c113-46a2-a10f-aceb3b9f81e8	noID	f3f9f5b7-732a-4808-bb63-531bf36e756f	hunger	-2		2023-12-10T10:53:08Z	1092.5	462	FALSE	1	1	1	TRUE	danger to humanity_negative
89fab424-c113-46a2-a10f-aceb3b9f81e8	noID	99930d60-03f7-43bd-9c3b-c8c975d54bbd	energy transformation	2	vermehrte Nutzung erneuerbarer Energiequellen	2023-12-10T10:53:34Z	528.5	301	FALSE	1	1	1	TRUE	green technologies_positive
89fab424-c113-46a2-a10f-aceb3b9f81e8	noID	02572037-1428-4773-bdba-54e2b87bdbf5	species extinction	-3		2023-12-10T10:53:48Z	490.5	474	FALSE	1	1	1	TRUE	destruction of the environment_negative
89fab424-c113-46a2-a10f-aceb3b9f81e8	noID	33354bfb-d82b-4899-ae3c-84a9b46bac6e	research	2		2023-12-10T10:54:53Z	653.5	255	FALSE	1	1	1	TRUE	science_positive
89fab424-c113-46a2-a10f-aceb3b9f81e8	noID	46e175cb-ead3-40a8-94ee-479cae6d00ca	migration	-3		2023-12-10T10:55:13Z	1100.5	339	FALSE	1	1	1	TRUE	social consequences_negative
3265d161-73e2-49c1-adb5-4fc6753d1458	noID	769209e6-6032-41ca-a1b0-e0ff50cb292b	climate change	0		2023-12-10T10:36:59Z	650	400	TRUE	0	0	0	TRUE	Climate Change_neutral
3265d161-73e2-49c1-adb5-4fc6753d1458	noID	8b01c3ab-3854-4eb3-93b4-958e792aa19d	extreme weather events	-3		2023-12-10T10:37:18Z	784	264	FALSE	1	1	1	TRUE	natural disaster_negative
3265d161-73e2-49c1-adb5-4fc6753d1458	noID	9654db92-2af6-4eec-983a-ae7ab56adbd9	destruction of the environment	-3		2023-12-10T10:38:36Z	841	413	FALSE	1	1	1	TRUE	destruction of the environment_negative
3265d161-73e2-49c1-adb5-4fc6753d1458	noID	3ceb4b34-43c0-4809-9a21-db85f7faa877	environmentally friendly behavior	3		2023-12-10T10:39:17Z	499	346	FALSE	1	1	1	TRUE	environmental friendly behavior_positive
3265d161-73e2-49c1-adb5-4fc6753d1458	noID	56cf4f25-d4ea-439f-856c-5d5b2cb37b7e	famine	-3		2023-12-10T10:42:10Z	885	554	FALSE	1	1	1	TRUE	danger to humanity_negative
3265d161-73e2-49c1-adb5-4fc6753d1458	noID	5a0b8855-bb61-4f9b-913b-ca2ccc1688e8	increased species extinction	-3		2023-12-10T10:43:01Z	1015	362	FALSE	1	1	1	TRUE	destruction of the environment_negative
3265d161-73e2-49c1-adb5-4fc6753d1458	noID	ffcbb0c0-cd86-4355-b4bc-0460f38bd772	renewable energy	3		2023-12-10T10:43:46Z	455	489	FALSE	1	1	1	TRUE	green technologies_positive
3265d161-73e2-49c1-adb5-4fc6753d1458	noID	8e282115-5cce-4a1a-9151-272f106b67a1	destruction of human habitat	-3		2023-12-10T10:43:47Z	927	190	FALSE	1	1	1	TRUE	danger to humanity_negative
3265d161-73e2-49c1-adb5-4fc6753d1458	noID	0386fbbf-7294-4d09-92a5-659326e6b21f	sustainable behavior	2		2023-12-10T10:45:53Z	395	207	FALSE	1	1	1	TRUE	environmental friendly behavior_positive
3265d161-73e2-49c1-adb5-4fc6753d1458	noID	baba20d0-cd15-415d-8cd5-7ed8bbca476e	expensive for consumers	0		2023-12-10T10:47:13Z	490	593	FALSE	1	1	1	TRUE	costs_neutral
3265d161-73e2-49c1-adb5-4fc6753d1458	noID	96117279-374e-46f2-8c7b-2d1690a9c5ba	zero waste	1		2023-12-10T10:47:21Z	289	326	FALSE	1	1	1	TRUE	environmental friendly behavior_positive
3265d161-73e2-49c1-adb5-4fc6753d1458	noID	e62aa1c5-7933-4214-8d7a-b8e716c3475b	future generations suffer	-3		2023-12-10T10:50:04Z	696	519	FALSE	1	1	1	TRUE	global responsibility_negative
3265d161-73e2-49c1-adb5-4fc6753d1458	noID	8053cc8a-660c-490a-a584-cd0d0c087426	heat	-2		2023-12-10T10:51:15Z	651	197	FALSE	1	1	1	TRUE	natural disaster_negative
9ecd3093-30bb-42f3-b8bd-3e02ba94e179	noID	8c0213df-d5a3-443f-8a2c-d0019cbed284	climate change	-3		2023-12-10T10:28:52Z	650	400	TRUE	0	0	0	TRUE	Climate Change_negative
9ecd3093-30bb-42f3-b8bd-3e02ba94e179	noID	d4c93f00-0ebb-4d4b-9643-abd5b061f589	co2 emission	-3		2023-12-10T10:29:12Z	866.8889	264.3333	FALSE	1	1	1	TRUE	scientific explanation_negative
9ecd3093-30bb-42f3-b8bd-3e02ba94e179	noID	43a1b242-79ce-482d-967e-d8ed06336adc	renewable energy	3		2023-12-10T10:29:29Z	967.8889	463.3333	FALSE	1	1	1	TRUE	green technologies_positive
9ecd3093-30bb-42f3-b8bd-3e02ba94e179	noID	fc301c69-3f02-4fae-b98e-764c0199f410	cost issue	10		2023-12-10T10:29:46Z	778.8889	579.3333	FALSE	1	1	1	TRUE	costs_ambivalent
9ecd3093-30bb-42f3-b8bd-3e02ba94e179	noID	bcdbcc81-1900-4b6d-9cce-6689052b0e3b	sustainability	3		2023-12-10T10:29:54Z	507.8889	277.3333	FALSE	1	1	1	TRUE	protection of the environment_positive
9ecd3093-30bb-42f3-b8bd-3e02ba94e179	noID	03847f72-3a6b-4105-a9b1-dec3f0581f5b	lifestyle adaptation	10		2023-12-10T10:30:08Z	680.8889	163.3333	FALSE	1	1	1	TRUE	environmental friendly behavior_ambivalent
9ecd3093-30bb-42f3-b8bd-3e02ba94e179	noID	2097142d-6bde-4f6f-a49d-e93c4c84ce03	rainforest clearing	-3		2023-12-10T10:30:26Z	525.8889	555.3333	FALSE	1	1	1	TRUE	destruction of the environment_negative
9ecd3093-30bb-42f3-b8bd-3e02ba94e179	noID	64f7bbc1-c6ea-4562-97eb-ed364cfa85f8	species extinction	-3		2023-12-10T10:30:40Z	329.8889	505.3333	FALSE	1	1	1	TRUE	destruction of the environment_negative
9ecd3093-30bb-42f3-b8bd-3e02ba94e179	noID	3f892527-aff8-44f7-be6d-b66344f791ba	adaptation of means of transportation	10		2023-12-10T10:30:56Z	1074.8889	310.3333	FALSE	1	1	1	TRUE	political measures against climate change_ambivalent
9ecd3093-30bb-42f3-b8bd-3e02ba94e179	noID	caad6b31-59bf-48e1-a04a-aacf1af4369e	vegan/ vegetarian	1		2023-12-10T10:31:30Z	283.8889	180.3333	FALSE	1	1	1	TRUE	environmental friendly behavior_positive
9ecd3093-30bb-42f3-b8bd-3e02ba94e179	noID	3180febb-87fc-40e4-8e4e-90fae96a3dc0	political stance	10		2023-12-10T10:31:52Z	937.8889	112.3333	FALSE	1	1	1	TRUE	politics_ambivalent
9ecd3093-30bb-42f3-b8bd-3e02ba94e179	noID	c94e41bd-f30b-4392-abb1-e9ab18448fd8	corruption	-3		2023-12-10T10:32:15Z	317.8889	334.3333	FALSE	1	1	1	TRUE	politics_negative
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	noID	fdff2502-b1c3-40aa-bdc1-7bd7b48ea4c6	climate change	0		2023-12-10T10:32:03Z	650	400	TRUE	0	0	0	TRUE	Climate Change_neutral
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	noID	fa83d70d-3e0a-4b21-9a7a-725362c8e91f	the greens (political party)	-2		2023-12-10T10:32:26Z	857	584	FALSE	1	1	1	TRUE	politics_negative
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	noID	3da0b23b-a01d-483f-9b65-ac02e3747b1b	climate gluer	-3		2023-12-10T10:32:50Z	992	485	FALSE	1	1	1	TRUE	activism_negative
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	noID	ee18a27f-6cd5-45dd-89c4-795a92418341	higher electricity prices	-3		2023-12-10T10:32:58Z	107	673	FALSE	1	1	1	TRUE	costs_negative
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	noID	4311de40-a58f-49e9-9447-740e73fc5e6e	little snow	10		2023-12-10T10:33:12Z	840	216	FALSE	1	1	1	TRUE	global warming_ambivalent
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	noID	23ef9a08-80e2-4792-8ce0-87e6dd4b6660	warmer temperatures	2		2023-12-10T10:33:38Z	661	210	FALSE	1	1	1	TRUE	global warming_positive
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	noID	975881e0-ad93-44c3-9ae8-b3bd3fc7dcf1	higher taxes	-3		2023-12-10T10:33:58Z	271	610	FALSE	1	1	1	TRUE	political measures against climate change_negative
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	noID	9201d6ab-b69b-4851-829a-4212b27bc3ba	overdramatization	-2		2023-12-10T10:34:18Z	404	602	FALSE	1	1	1	TRUE	denial_negative
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	noID	1a5a1a1b-172b-4f71-8669-64f78624896b	fewer nuclear power plants	10		2023-12-10T10:35:09Z	449	235	FALSE	1	1	1	TRUE	nuclear power_ambivalent
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	noID	555a473c-02ed-48c7-9429-47b01fbd2e45	animal mortality	-1		2023-12-10T10:35:58Z	562	616	FALSE	1	1	1	TRUE	destruction of the environment_negative
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	noID	f5da1b90-b865-4278-96dd-d524faabd77b	afd	10		2023-12-10T10:36:22Z	388	329	FALSE	1	1	1	TRUE	politics_ambivalent
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	noID	7548ac75-8877-4a2a-9a01-fd7a84e3e708	decrease in heating costs	3		2023-12-10T10:37:07Z	779	105	FALSE	1	1	1	TRUE	positive consequences_positive
5b5bbdca-3a16-4d28-8cd5-0fe011e4791c	noID	0d8f9674-f123-4a7a-8b42-662dafc08cfa	not now!	-3		2023-12-10T10:37:59Z	297	138	FALSE	1	1	1	TRUE	rest_negative
8120cee9-8651-4109-a700-a43c9365d39c	noID	a457669d-6b37-4c70-bcf0-78717411b9b0	climate change	0		2023-12-10T10:31:29Z	650	400	TRUE	0	0	0	TRUE	Climate Change_neutral
8120cee9-8651-4109-a700-a43c9365d39c	noID	83dd8b51-0b1b-46b5-ae74-97dfdbf10269	personal	1		2023-12-10T10:31:38Z	194.5	152	FALSE	1	1	1	TRUE	rest_positive
8120cee9-8651-4109-a700-a43c9365d39c	noID	b5c34ca0-7db3-46d1-a3a0-2e9faf95c446	personal energy consumption	-1		2023-12-10T10:31:39Z	489.5	186	FALSE	1	1	1	TRUE	environmental damaging behavior _negative
8120cee9-8651-4109-a700-a43c9365d39c	noID	58f90831-cc81-4373-b403-2e92e25cb5c4	factories, large companies	-3		2023-12-10T10:31:40Z	784.5	185	FALSE	1	1	1	TRUE	industry_negative
8120cee9-8651-4109-a700-a43c9365d39c	noID	ad6a4b45-8f06-468b-bbb9-fe86983574e0	unemployment	-2		2023-12-10T10:31:41Z	992.5	317	FALSE	1	1	1	TRUE	social consequences_negative
8120cee9-8651-4109-a700-a43c9365d39c	noID	988a24dc-3008-4b05-ba01-c97579d67f2f	economic crisis	-2		2023-12-10T10:31:42Z	916.5	475	FALSE	1	1	1	TRUE	economy_negative
8120cee9-8651-4109-a700-a43c9365d39c	noID	8a7e479c-4c59-478e-a747-a72b098e8a35	extinction of animals	-2		2023-12-10T10:31:42Z	775.5	606	FALSE	1	1	1	TRUE	destruction of the environment_negative
8120cee9-8651-4109-a700-a43c9365d39c	noID	26de3675-6431-46e5-be7f-746cc59ca026	thirst problem	-2		2023-12-10T10:31:43Z	524.5	573	FALSE	1	1	1	TRUE	scarcity_negative
8120cee9-8651-4109-a700-a43c9365d39c	noID	02039831-e863-405d-b4d8-e98b30ac9298	irreversible energy consumption	3		2023-12-10T10:31:45Z	364.5	380	FALSE	1	1	1	TRUE	environmental damaging behavior _positive
8120cee9-8651-4109-a700-a43c9365d39c	noID	e2b80199-5c3b-425f-9af8-af7f429ad7c6	through the city	3		2023-12-10T10:31:47Z	123.5	304	FALSE	1	1	1	TRUE	rest_positive
8120cee9-8651-4109-a700-a43c9365d39c	noID	6c47b9ee-d83d-47e7-848e-3f552d0b5d87	boosting research	1		2023-12-10T10:39:46Z	138.5	533	FALSE	1	1	1	TRUE	science_positive
8120cee9-8651-4109-a700-a43c9365d39c	noID	d86ed9e1-09d5-4c19-a591-e8963a64f067	public awareness	1		2023-12-10T10:39:47Z	343.5	500	FALSE	1	1	1	TRUE	environmental consciousness_positive
0f77c54c-4983-46b9-92fb-8abd07a5893b	noID	9518b88e-d024-408c-adda-cb02b35b32de	climate change	0		2023-12-10T10:42:02Z	650	400	TRUE	0	0	0	TRUE	Climate Change_neutral
0f77c54c-4983-46b9-92fb-8abd07a5893b	noID	5a008293-5df4-4f8c-b80b-2a1e8139846e	global warming	-3		2023-12-10T10:43:05Z	891	441	FALSE	1	1	1	TRUE	global warming_negative
0f77c54c-4983-46b9-92fb-8abd07a5893b	noID	857c7e44-8d43-4301-b71f-6c0914b8f194	human-driven	-3	"Dies ist im Gegensatz zu ""natürlicher Wandel"""	2023-12-10T10:43:25Z	807	538	FALSE	1	1	1	TRUE	man made_negative
0f77c54c-4983-46b9-92fb-8abd07a5893b	noID	55b2d58b-6c89-4195-a5cb-15c4649877bb	environmental pollution	-2		2023-12-10T10:44:11Z	1077	550	FALSE	1	1	1	TRUE	environmental pollution_negative
0f77c54c-4983-46b9-92fb-8abd07a5893b	noID	d614e865-afc3-4b46-9010-a87e016e1542	natural change	1		2023-12-10T10:44:47Z	524	532	FALSE	1	1	1	TRUE	natural process_positive
0f77c54c-4983-46b9-92fb-8abd07a5893b	noID	e6865c30-73a8-43f4-a7a2-e4bd6878e3d1	periodic natural processes	0	Dinge wie z.B. die damalige Eiszeit würde man nicht als menschengemachten Klimawandel ansehen und ist (meiner Meinung nach) deswegen natürlich.	2023-12-10T10:45:22Z	522	663	FALSE	1	1	1	TRUE	natural process_neutral
0f77c54c-4983-46b9-92fb-8abd07a5893b	noID	3ad5602d-3a00-4e4c-9a81-4b31c5a5dfd3	influence on nature	10	z.B. Öltankerunfälle, Verschmutzung der Umwelt, usw., schadet der natürlichen Umgebung und den natürlichen Lebensräumen von Tieren.	2023-12-10T10:46:36Z	983	339	FALSE	1	1	1	TRUE	environmental impact_ambivalent
0f77c54c-4983-46b9-92fb-8abd07a5893b	noID	db8d7d4c-7b0b-4aa1-ad39-5f314927f26b	human measures	2	Damit meine, ich dass Menschen etwas gegen den Klimawandel tun.	2023-12-10T10:48:01Z	803	285	FALSE	1	1	1	TRUE	general measures against climate change_positive
0f77c54c-4983-46b9-92fb-8abd07a5893b	noID	19c1e103-c126-43e7-a468-926dbba1d364	politics	1	Hiermit meine ich, dass Menschen sich z.B. an die Politik wenden und Maßnahmen fördern, den Klimawandel zu verlangsamen oder zu verhindern.	2023-12-10T10:50:53Z	878	154	FALSE	1	1	1	TRUE	politics_positive
0f77c54c-4983-46b9-92fb-8abd07a5893b	noID	70ddfe98-b815-4916-b5b6-3d04e5388545	renewable energy	3		2023-12-10T10:51:35Z	654	166	FALSE	1	1	1	TRUE	green technologies_positive
0f77c54c-4983-46b9-92fb-8abd07a5893b	noID	6b6307c4-451c-4c1a-a606-5301d27f4253	technological change	3	Damit meine ich zum Beispiel, dass wir auf Technologien und andere Dinge setzen, die der Natur möglichst nicht zur Last fühlen. Zum Beispiel fahren wir heutzutage auch nicht mehr mit Dampfzügen.	2023-12-10T10:51:42Z	530	289	FALSE	1	1	1	TRUE	green technologies_positive
0f77c54c-4983-46b9-92fb-8abd07a5893b	noID	922ee0b2-3806-4044-8c53-e99fe5871d00	destruction of habitats	-3	Vor allem für Tiere, und irgendwann auch für die Menschen.	2023-12-10T10:54:34Z	1145	338	FALSE	1	1	1	TRUE	destruction of the environment_negative
0f77c54c-4983-46b9-92fb-8abd07a5893b	noID	42567064-b7c4-4cfa-8d3a-a7d2735c8fa7	environmentally friendly means of transportation	2	z.B. Züge mit Wasserstoff, Fahrzeuge mit Elektroantrieb, Fahrradfahren	2023-12-10T10:55:09Z	531	89	FALSE	1	1	1	TRUE	political measures against climate change_positive
b8dfdbea-30d5-478f-bdf2-3e20e3b0c4e6	noID	5d027ae1-f4a0-4b62-b0c4-635476bb4d33	climate change	-3		2023-12-10T11:28:28Z	650	400	TRUE	0	0	0	TRUE	Climate Change_negative
b8dfdbea-30d5-478f-bdf2-3e20e3b0c4e6	noID	efccf267-13bd-46c2-8ca4-c03c60680e04	climate gluer	-3		2023-12-10T11:28:52Z	681.4	222.6	FALSE	1	1	1	TRUE	activism_negative
b8dfdbea-30d5-478f-bdf2-3e20e3b0c4e6	noID	d1d6e580-886c-4312-90a3-8e92fecdf604	longer car rides	-3		2023-12-10T11:29:16Z	575.4	96.6	FALSE	1	1	1	TRUE	activism_negative
b8dfdbea-30d5-478f-bdf2-3e20e3b0c4e6	noID	b77fe8ac-3e74-4c1e-bdda-7162cfc168d8	exploited by politics	-3		2023-12-10T11:29:48Z	933.4	355.6	FALSE	1	1	1	TRUE	government overpower_negative
b8dfdbea-30d5-478f-bdf2-3e20e3b0c4e6	noID	a6db2a99-f4f5-49e7-8abd-40ae456b9a99	everything is expensive	-3		2023-12-10T11:30:06Z	1106.4	239.6	FALSE	1	1	1	TRUE	costs_negative
b8dfdbea-30d5-478f-bdf2-3e20e3b0c4e6	noID	ea1f91a9-4de5-466b-a8ff-6b8d7d59a6b2	less money	-3		2023-12-10T11:30:16Z	1034.4	107.6	FALSE	1	1	1	TRUE	rest_negative
