CAM	participantCAM	id	text	value	comment	date	x_pos	y_pos	isDraggable	isDeletable	isTextChangeable	isActive
7e242fa7-a09f-4416-b20b-00b8b101107e	19186	0e881438-07fa-4b5b-851e-5e73e5258b64	Fragen/Unklarheiten	0		2022-12-30T19:23:11Z	400	397	1	1	1	TRUE
7e242fa7-a09f-4416-b20b-00b8b101107e	19186	587f8738-92a3-41fb-8ac3-3f46b4fa257a	Auswirkungen/Folgen	0		2022-12-30T19:24:22Z	860	398	1	1	1	TRUE
7e242fa7-a09f-4416-b20b-00b8b101107e	19186	48f29e48-c80d-4afd-85b7-60581cdf9958	Finanzierung?	-3	höhere Steuergelder?	2022-12-30T19:25:08Z	287	153	1	1	1	TRUE
7e242fa7-a09f-4416-b20b-00b8b101107e	19186	6ccb5707-0b3b-4638-8bca-9e0bc981e645	Wohlhabende brauchen nicht	-2		2022-12-30T19:25:51Z	199	408	1	1	1	TRUE
7e242fa7-a09f-4416-b20b-00b8b101107e	19186	fbf95465-647f-4665-8147-dc004834b8f3	weniger Druck	2	finanziell und berufsbedingt - Stress (weil man vielleicht weniger Arbeiten muss)	2022-12-30T19:27:38Z	848	137	1	1	1	TRUE
7e242fa7-a09f-4416-b20b-00b8b101107e	19186	bff03732-b103-401f-a981-5d47226b3bfa	weniger Geldsorgen	10	gerade in sozial schwächeren Kreisen	2022-12-30T19:28:33Z	1066	568	1	1	1	TRUE
7e242fa7-a09f-4416-b20b-00b8b101107e	19186	ff620d64-9990-45c2-8265-8582916a20a6	bekommen alle?	-1	Was ist mit anderen sozialen Stützen? Werden diese eingestellt? Kommt dann insgesamt vielleicht sogar weniger bei finanziell Schwachen an?	2022-12-30T19:29:26Z	514	525	1	1	1	TRUE
7e242fa7-a09f-4416-b20b-00b8b101107e	19186	5f54d4ce-e6a9-4bcd-a5ba-f1af4108deed	mentale Gesundheit	3		2022-12-30T19:31:27Z	1048	261	1	1	1	TRUE
7e242fa7-a09f-4416-b20b-00b8b101107e	19186	22f04d70-380c-4a21-bb57-233aeb43326f	Faulheit	-2	Man muss weniger Arbeiten, macht insgesamt weniger?	2022-12-30T19:32:29Z	891	662	1	1	1	TRUE
7e242fa7-a09f-4416-b20b-00b8b101107e	19186	5458a4d2-03e0-45c0-9e51-8f2835a52cfd	Niedrigeres BIP?	-2	Wenn die Gesellschaft weniger arbeitet könnte das für die Wirtschaft eventuell negative Folgen haben?	2022-12-30T19:33:20Z	320	609	1	1	1	TRUE
7e242fa7-a09f-4416-b20b-00b8b101107e	19186	014f53d1-542a-45fd-9979-4a91d9b666ec	Beliebtheit bei BürgerInnen	1	"Jeder freut sich über ""geschenktes"" Geld"	2022-12-30T19:34:15Z	1212	501	1	1	1	TRUE
3a10dbd3-9fbc-4447-8500-cf90fde496b8	20587	31db5c3d-24db-429e-91ea-80251436e94e	Bedingungsloses Grundeinkommen	0		2022-12-28T09:52:25Z	571	350	1	0	0	TRUE
3a10dbd3-9fbc-4447-8500-cf90fde496b8	20587	fd792155-9684-433d-8111-3103063088b5	Schutz von Kindern	3		2022-12-28T09:52:34Z	828	239	1	1	1	TRUE
3a10dbd3-9fbc-4447-8500-cf90fde496b8	20587	26c3cecc-3bcf-4aa1-a07b-c85847a709b8	Steigung des Gehalts	2	Arbeitgeber sind gezwungen das Gehalt niedrig bezahlen Jobs zu erhöhen	2022-12-28T09:53:50Z	276	283	1	1	1	TRUE
3a10dbd3-9fbc-4447-8500-cf90fde496b8	20587	498aa119-cdbb-4ddb-818a-94a9b812e5b0	Arbeitsmotivation	2		2022-12-28T09:55:49Z	315	544	1	1	1	TRUE
3a10dbd3-9fbc-4447-8500-cf90fde496b8	20587	5602784f-005a-4cca-8df1-46b6f702eca9	Lebensstandartsicherung	2		2022-12-28T09:56:28Z	568	159	1	1	1	TRUE
3a10dbd3-9fbc-4447-8500-cf90fde496b8	20587	e3d53da5-3fa3-43b1-b098-a582407af672	Chancengleichheit	3		2022-12-28T09:56:36Z	821	440	1	1	1	TRUE
3a10dbd3-9fbc-4447-8500-cf90fde496b8	20587	357f86d9-c43e-4280-9686-859b881d0500	Armut	-3		2022-12-28T10:02:11Z	673	577	1	1	1	TRUE
3a10dbd3-9fbc-4447-8500-cf90fde496b8	20587	36158de0-5094-4b1c-a80d-6b5109316962	Vertuschung Arm-reich-differenz	-3		2022-12-28T10:05:03Z	806	69	1	1	1	TRUE
3a10dbd3-9fbc-4447-8500-cf90fde496b8	20587	8eb85a24-bbc2-414c-bc1a-26f010d1ecca	Bildung	3		2022-12-28T10:07:14Z	1088	234	1	1	1	TRUE
3a10dbd3-9fbc-4447-8500-cf90fde496b8	20587	263ffdc8-ebfb-4d95-ab33-b4b5f89c57f4	Verfügbare Steuergelder	0		2022-12-28T10:08:54Z	307	99	1	1	1	TRUE
1137dabb-1a95-4f51-b0be-29ff58472409	20767	27956a1a-cf69-4504-a260-48bd3ec18358	Bedingungsloses Grundeinkommen	0		2022-12-27T14:01:39Z	650	400	1	0	0	TRUE
1137dabb-1a95-4f51-b0be-29ff58472409	20767	eb6d8297-ea6a-4520-a6c8-3b3baa77c67d	weniger Stress	3		2022-12-27T14:01:45Z	667	61	1	1	1	TRUE
1137dabb-1a95-4f51-b0be-29ff58472409	20767	d973635b-316a-46e0-a2ee-f9ef22e43e92	größere Chancengleichheit	3		2022-12-27T14:03:58Z	668	625	1	1	1	TRUE
1137dabb-1a95-4f51-b0be-29ff58472409	20767	2c14147a-71ec-4ba2-8e6d-89ea82bd40c2	weniger Motivation	-3		2022-12-27T14:04:15Z	544	247	1	1	1	TRUE
1137dabb-1a95-4f51-b0be-29ff58472409	20767	81d1ac15-2393-4c01-9e53-9af73502aec7	steigende Preise	-2		2022-12-27T14:04:34Z	436	418	1	1	1	TRUE
1137dabb-1a95-4f51-b0be-29ff58472409	20767	5214abff-8cb4-408b-90b7-f8789b1e4af5	weniger Büroktratie	1		2022-12-27T14:05:28Z	1018	340	1	1	1	TRUE
1137dabb-1a95-4f51-b0be-29ff58472409	20767	8223b926-bf2b-4f4c-8be7-3a87c3703638	mehr Selbstverwirklichung	2		2022-12-27T14:05:50Z	1180	678	1	1	1	TRUE
1137dabb-1a95-4f51-b0be-29ff58472409	20767	a8059e8f-2e5d-4e0f-b072-83ded97b204f	nicht gut umsetzbar	-3		2022-12-27T14:06:11Z	249	233	1	1	1	TRUE
1137dabb-1a95-4f51-b0be-29ff58472409	20767	3d14ee9d-34cf-476a-8303-6e59045c49d0	mehr allgemeine Zufriedenheit	3		2022-12-27T14:11:32Z	1075	208	1	1	1	TRUE
1137dabb-1a95-4f51-b0be-29ff58472409	20767	8f9cf028-96b9-409f-a495-741e5cbbc534	sinkende Löhne	2		2022-12-27T14:12:43Z	416	541	1	1	1	TRUE
5394ab33-be0a-41f4-91a3-b5399daad2f9	20581	9c997063-c655-4e2c-a9e7-6b04ecd937fa	Bedingungsloses Grundeinkommen	0		2022-12-26T14:24:17Z	608	376	1	0	0	TRUE
5394ab33-be0a-41f4-91a3-b5399daad2f9	20581	8aefae02-32fc-4c41-ad6d-78de01f84df8	Arbeitsmotivation	-2	Geringere Arbeitsmotivation 	2022-12-26T14:24:26Z	661	241	1	1	1	TRUE
5394ab33-be0a-41f4-91a3-b5399daad2f9	20581	e3c3d9ac-eb5e-414b-bc7a-aa2fcb24360f	Geld Wertschätzung	-1	Verdiente GEld wird weniger wertgeschätzt, da durch das BGE auch einfach so Geld erhalten werden kann	2022-12-26T14:25:00Z	778	311	1	1	1	TRUE
5394ab33-be0a-41f4-91a3-b5399daad2f9	20581	d85576b0-e0e4-49b6-832d-06bb5146f267	Soziale Absicherung	3		2022-12-26T14:25:54Z	661	521	1	1	1	TRUE
5394ab33-be0a-41f4-91a3-b5399daad2f9	20581	5303add2-5f31-4f48-b2d4-72a415e0f992	Kriminalität	1		2022-12-26T14:27:40Z	480	455	1	1	1	TRUE
5394ab33-be0a-41f4-91a3-b5399daad2f9	20581	d1e46908-3e9d-48be-89d4-94c8ed234405	weniger Obdachlose	2		2022-12-26T14:30:13Z	473	269	1	1	1	TRUE
5394ab33-be0a-41f4-91a3-b5399daad2f9	20581	35fe738c-5c48-4779-bd0e-62c3ae3e7ad8	Arbeitsunfähigkeit	2	Das Bedingungslose grundeinkommen bewahrt psychisch oder physisch Kranke menschen vor dem sozialen Abstieg	2022-12-26T14:31:06Z	807	514	1	1	1	TRUE
5394ab33-be0a-41f4-91a3-b5399daad2f9	20581	51f3dbb5-1473-4863-be13-8e7c92c94ceb	Kosten für Staat	-3	die enormen Ausgaben dafür müssen entweder durch höhere Steuern gedeckt werden oder das Geld fehlt an anderer Stelle	2022-12-26T14:33:27Z	887	442	1	1	1	TRUE
5394ab33-be0a-41f4-91a3-b5399daad2f9	20581	d7b62872-2025-485f-889f-c9e0f0a81e70	weniger beschäftigte	-2	weniger Leute die gewillt sind zu arbeiten	2022-12-26T14:34:39Z	937	338	1	1	1	TRUE
1d5ba8f7-854a-4fdf-8d61-405ea8efd02e	20893	bca170bc-a646-41d2-960a-1172e2591a0f	Bedingungsloses Grundeinkommen	0		2022-12-26T09:22:48Z	650	400	1	0	0	TRUE
1d5ba8f7-854a-4fdf-8d61-405ea8efd02e	20893	e328b992-4e39-4d24-9f7a-605f494613b6	Fianziele Freiheit	3		2022-12-26T09:22:57Z	530	61	1	1	1	TRUE
1d5ba8f7-854a-4fdf-8d61-405ea8efd02e	20893	2cd73320-20c1-47b1-992c-b2feea598610	Sicherheit	3		2022-12-26T09:23:18Z	898	68	1	1	1	TRUE
1d5ba8f7-854a-4fdf-8d61-405ea8efd02e	20893	d1b99737-aacb-4479-85e4-30516921e888	Mehr Steuern	-3	Probleme bei Finanzierung des bedingungslosen Grundeinkommens 	2022-12-26T09:24:21Z	140	255	1	1	1	TRUE
1d5ba8f7-854a-4fdf-8d61-405ea8efd02e	20893	b89e7776-35c8-4a31-bf7a-7989c63e3ad5	Selbstentfaltung	3		2022-12-26T09:25:43Z	1082	238	1	1	1	TRUE
1d5ba8f7-854a-4fdf-8d61-405ea8efd02e	20893	f72ab1e8-b870-4854-8a9c-b2cb12e709ae	mehr Kreativität	3		2022-12-26T09:26:24Z	207	420	1	1	1	TRUE
1d5ba8f7-854a-4fdf-8d61-405ea8efd02e	20893	cbfb13cc-b8ba-4c34-b8c9-e92cd47df3a7	mehr Pflegekräfte	3	mehr Menschen würden soziale Berufe ausführen oder ausprobieren, da sie nicht durch ein schlechtes Gehalt gehemmt werden 	2022-12-26T09:26:47Z	1063	413	1	1	1	TRUE
1d5ba8f7-854a-4fdf-8d61-405ea8efd02e	20893	bdde01cb-150a-42d2-a232-9b329ed05c02	Kapitalismus	10	Würde dann noch unsere freie Wirtschaft funktionieren? wenn jeder genug hat und keiner mehr eine finanzielle Motivation hat arbeiten zu gehen oder bessere Leistungen zu erbringen? 	2022-12-26T09:28:09Z	1052	102	1	1	1	TRUE
1d5ba8f7-854a-4fdf-8d61-405ea8efd02e	20893	63756779-4d1e-4b8b-ae9f-7ce918462bcf	Gerechtigkeit	10		2022-12-26T09:29:43Z	266	53	1	1	1	TRUE
1d5ba8f7-854a-4fdf-8d61-405ea8efd02e	20893	51724f12-5fcf-44c6-8bf2-bcd0a120dc81	schwere Umsetzung	-3		2022-12-26T09:30:35Z	218	545	1	1	1	TRUE
1d5ba8f7-854a-4fdf-8d61-405ea8efd02e	20893	a96a7f84-1f7c-4ed5-9ca8-2bf7d2392539	Kritik der Wohlhabenden	-2		2022-12-26T09:31:09Z	467	610	1	1	1	TRUE
1d5ba8f7-854a-4fdf-8d61-405ea8efd02e	20893	0757f53f-9c88-4859-96cc-d7793e6a7316	Faulheit	10	einerseits kann jeder das tun was man möchte andererseits kann man dadurch nichts mehr leisten gerade für die Gesellschaft (werden dann Berufe wie z.B. Müllabfuhr überhaupt noch ausgeführt?)	2022-12-26T09:31:47Z	833	600	1	1	1	TRUE
1d5ba8f7-854a-4fdf-8d61-405ea8efd02e	20893	c22c6904-b099-4eb4-b778-6ac2b8d13de9	senkung der Kaufkraft	-2		2022-12-26T09:34:16Z	1236	259	1	1	1	TRUE
5878c1bf-2839-4385-8cbd-5e5f7e365ba4	20692	b4a755f0-5d65-48c0-a7ad-848027b76eb9	Bedingungsloses Grundeinkommen	0		2022-12-26T09:00:25Z	647	408	1	0	0	TRUE
5878c1bf-2839-4385-8cbd-5e5f7e365ba4	20692	0cc1acc2-142f-4c39-9d66-4676431e66b4	weniger Bürokratie	2	Als Ersatz für z.B. Arbeitslosengeld II	2022-12-26T09:00:40Z	790	519	1	1	1	TRUE
5878c1bf-2839-4385-8cbd-5e5f7e365ba4	20692	2be21d99-41ca-4d88-a801-584d2617e7bf	Einkommenssicherheit	3		2022-12-26T09:01:08Z	826	341	1	1	1	TRUE
5878c1bf-2839-4385-8cbd-5e5f7e365ba4	20692	04b4859d-b923-40e3-92af-f50a0dec1dcd	unfaire Verteilung	-3	Reiche (haben es nicht nötig) bekommen das gleiche wie Arme (haben es nötig)	2022-12-26T09:02:03Z	426	306	1	1	1	TRUE
5878c1bf-2839-4385-8cbd-5e5f7e365ba4	20692	2fce53e2-8ef7-42e5-bc84-526f71218dab	Sicherstellung der Medikation	2		2022-12-26T09:02:27Z	788	185	1	1	1	TRUE
5878c1bf-2839-4385-8cbd-5e5f7e365ba4	20692	35b082e5-2c77-4a4d-84cf-ef50a828a83e	weniger Armut	2		2022-12-26T09:05:12Z	1013	299	1	1	1	TRUE
5878c1bf-2839-4385-8cbd-5e5f7e365ba4	20692	c1125f4b-fd38-4bab-99e5-4c69d52d0ff5	negative Beeinflussung Arbeitsmoral	-2		2022-12-26T09:06:32Z	279	428	1	1	1	TRUE
5878c1bf-2839-4385-8cbd-5e5f7e365ba4	20692	0f215483-1f02-461e-9325-12134cc3317e	mehr amtliche Kapazitäten	1		2022-12-26T09:06:55Z	939	616	1	1	1	TRUE
5878c1bf-2839-4385-8cbd-5e5f7e365ba4	20692	ebe385ef-3a40-42ae-95f0-0e83d3c247d1	Bestehen anderer Förderungen	-1	immer mehr Förderungen aus dem Sozialhaushalt	2022-12-26T09:07:37Z	463	612	1	1	1	TRUE
5878c1bf-2839-4385-8cbd-5e5f7e365ba4	20692	233b8466-ef06-4af8-9059-bd0d60e9d4f3	Existenzsicherung	3		2022-12-26T09:10:34Z	953	199	1	1	1	TRUE
5878c1bf-2839-4385-8cbd-5e5f7e365ba4	20692	5e090f5c-f3b5-4caf-9d1f-f9de8bf12276	stärkere Belastung Sozialhaushalt	-2		2022-12-26T09:17:22Z	223	721	1	1	1	TRUE
5878c1bf-2839-4385-8cbd-5e5f7e365ba4	20692	816d8eb6-fdb6-40e1-9f27-f194843f7bb3	Förderung sozialer Disparität	-3	bei gleichbleibenden Abgaben (Steuern)	2022-12-26T09:18:46Z	55	432	1	1	1	TRUE
5878c1bf-2839-4385-8cbd-5e5f7e365ba4	20692	99c808f3-28b3-4ecb-879e-0651cab96e8e	weniger Personalkosten	1		2022-12-26T09:21:43Z	961	465	1	1	1	TRUE
5878c1bf-2839-4385-8cbd-5e5f7e365ba4	20692	7456004f-c804-4436-9bf6-608a101a8314	weniger Arbeitsplätze	-2		2022-12-26T09:22:36Z	1162	462	1	1	1	TRUE
5878c1bf-2839-4385-8cbd-5e5f7e365ba4	20692	acd321d5-8dc7-4c26-89ff-b9c922a764f5	schnellere Bearbeitung	1		2022-12-26T09:23:18Z	791	672	1	1	1	TRUE
5878c1bf-2839-4385-8cbd-5e5f7e365ba4	20692	a348654f-7cc0-4484-b494-7b8f545128c7	Wirtschaftswachstum	2		2022-12-26T09:25:07Z	729	49	1	1	1	TRUE
5878c1bf-2839-4385-8cbd-5e5f7e365ba4	20692	d8a259fd-bcc4-44e0-877c-a78d55814ebd	mehr Steuereinnahmen	1		2022-12-26T09:26:55Z	647	215	1	1	1	TRUE
5878c1bf-2839-4385-8cbd-5e5f7e365ba4	20692	5df18542-ca4d-4c88-aecf-7ec2e8d6e27d	weniger Steuereinnahmen	-2		2022-12-26T09:28:36Z	481	486	1	1	1	TRUE
5878c1bf-2839-4385-8cbd-5e5f7e365ba4	20692	0378fcf4-379c-4677-80ee-41b8a7ef37d0	geringerer Sozialhaushalt	-2		2022-12-26T09:29:57Z	593	733	1	1	1	TRUE
5878c1bf-2839-4385-8cbd-5e5f7e365ba4	20692	62d486b3-1d54-4ec8-a038-a1be1edc2dd4	potentiell höhere Abgaben	-3		2022-12-26T09:30:53Z	424	138	1	1	1	TRUE
5878c1bf-2839-4385-8cbd-5e5f7e365ba4	20692	55f1ad69-639d-473a-9abf-681bfe30757a	sinkende allg. Leistungsbereitschaft	-2		2022-12-26T09:39:24Z	136	263	1	1	1	TRUE
5878c1bf-2839-4385-8cbd-5e5f7e365ba4	20692	02101339-db6e-44dc-909e-962a51d1fb28	weniger Leistungsdruck	1		2022-12-26T09:40:31Z	1124	165	1	1	1	TRUE
5878c1bf-2839-4385-8cbd-5e5f7e365ba4	20692	3eb3656b-2b98-4455-870b-29168bdf486d	Förderung der Kreativität	1		2022-12-26T09:41:00Z	1218	57	1	1	1	TRUE
5878c1bf-2839-4385-8cbd-5e5f7e365ba4	20692	787eb6e5-e944-485b-9c66-e26f3e668a82	bessere Bildungsmölichkeiten	2		2022-12-26T09:41:50Z	1077	58	1	1	1	TRUE
5878c1bf-2839-4385-8cbd-5e5f7e365ba4	20692	3587dd89-c8ae-4d54-a33c-882ffc7cdd6a	Steigerung der Kaufkraft	1	sowohl Lebensmittel (z.B. Bioprodukte), Medikamente als z.B. auch Drogen	2022-12-26T09:42:15Z	948	47	1	1	1	TRUE
5878c1bf-2839-4385-8cbd-5e5f7e365ba4	20692	f2a35900-9299-4aa7-b7fe-ac328f5cc1e7	Steigerung (unnötigen) Konsums	-2	z.B. mehr Enerieverbrauch	2022-12-26T09:44:12Z	1135	257	1	1	1	TRUE
5878c1bf-2839-4385-8cbd-5e5f7e365ba4	20692	046bb9b5-9d85-4b24-ad24-c49c922363b1	höhere Umweltbelastung	-1		2022-12-26T09:45:10Z	1234	361	1	1	1	TRUE
5878c1bf-2839-4385-8cbd-5e5f7e365ba4	20692	b73b3ca8-2122-499e-9b97-9ade6809a56e	Steigerung allg. Lebensqualität	2		2022-12-26T09:46:19Z	1015	384	1	1	1	TRUE
5878c1bf-2839-4385-8cbd-5e5f7e365ba4	20692	e4f6f6ed-d37d-46c8-8554-1da398202bf1	Schwächung des Landes	-1		2022-12-26T09:50:10Z	136	109	1	1	1	TRUE
03414d70-1553-421f-b2d0-3835fe0c00a2	20743	6fb53f28-685f-4fb3-9949-6d3c904592f7	Bedingungsloses Grundeinkommen	0		2022-12-22T21:19:38Z	669.0000038146973	360	1	0	0	TRUE
03414d70-1553-421f-b2d0-3835fe0c00a2	20743	80c5cc6d-fde9-48ce-b7f1-d5fb8de09bc7	Selbstentfaltung	2	Man hat keine riesigen Sorgen und kann sich mehr mit eigenem Wohlbefinden beschäftigen	2022-12-22T21:20:02Z	736	216	1	1	1	TRUE
03414d70-1553-421f-b2d0-3835fe0c00a2	20743	66c0ad7a-1a88-443b-81da-eae29bb8f656	Sorgenfreier	2	Keine Existenzkrise	2022-12-22T21:21:05Z	904.0000038146973	333	1	1	1	TRUE
03414d70-1553-421f-b2d0-3835fe0c00a2	20743	d31fdd5d-9f5b-4102-a354-f50b243f8baa	Inflation	-2	Zerstört den Sinn	2022-12-22T21:22:34Z	283.00000381469727	419	1	1	1	TRUE
03414d70-1553-421f-b2d0-3835fe0c00a2	20743	f3c24d69-9a78-4c2f-be3c-78d7fbc4e774	Stärkere Wirtschaftskraft	10		2022-12-22T21:24:15Z	465.00000381469727	326	1	1	1	TRUE
03414d70-1553-421f-b2d0-3835fe0c00a2	20743	ecabeeb5-66da-4b4d-9f1a-0cc85ec90b71	keine extreme Armut	10	Stimmt das wirklich?	2022-12-22T21:24:18Z	612.0000038146973	542	1	1	1	TRUE
03414d70-1553-421f-b2d0-3835fe0c00a2	20743	c2121133-8215-43d9-b4ff-0fcc6227a0f8	Bessere mentale Gesundheit	3		2022-12-22T21:25:12Z	820.0000038146973	491	1	1	1	TRUE
03414d70-1553-421f-b2d0-3835fe0c00a2	20743	a8677d41-fd61-4454-bb01-4ac5d4de626c	Auch die Reichen?	10	Fair?	2022-12-22T21:25:13Z	519.0000038146973	439	1	1	1	TRUE
03414d70-1553-421f-b2d0-3835fe0c00a2	20743	7b0742c2-4465-4df6-adf1-29271b802c2d	Quelle?	0	Woher kommt das Geld?	2022-12-22T21:33:13Z	436.00000381469727	209	1	1	1	TRUE
03414d70-1553-421f-b2d0-3835fe0c00a2	20743	8492d96a-d8f7-4a3d-9b54-bbc89ea24d44	Wichtige Stütze	3	Für ärmere Menschen	2022-12-22T21:40:28Z	421.00000381469727	570	1	1	1	TRUE
3ce20905-a8a4-4793-8eb8-ad7cb9a96a3f	20668	159a53fd-4272-47c8-a496-6ff889851524	Bedingungsloses Grundeinkommen	0		2022-12-22T18:11:39Z	650	400	1	0	0	TRUE
3ce20905-a8a4-4793-8eb8-ad7cb9a96a3f	20668	92ce702f-8e29-4c12-a23c-54ad6635a4d0	keine Leistungsgesellschaft	3	wenn man unabhängig von leistungen ein bedingungsloses Grundeinkommen bekommt, dann wirkt das dem Trend, immer mehr leisten zu müssen entgegen	2022-12-22T18:11:54Z	788	279	1	1	1	TRUE
3ce20905-a8a4-4793-8eb8-ad7cb9a96a3f	20668	6f390891-41c4-42e0-b323-9dade3edfc88	vielleicht weniger Arbeitsanreiz	-1	die monetäre Notwendigkeit zu arbeiten wird geringer	2022-12-22T18:13:19Z	476	315.00000762939453	1	1	1	TRUE
3ce20905-a8a4-4793-8eb8-ad7cb9a96a3f	20668	583abb1b-400c-4ec7-86a2-a7bc1cc7b319	Anreiz für Migration	10	"das bietet die Möglichkeit Fachkräftemangel, das problem der Rente wegen dem Generationenvertrag, ... abzuhelfen

Man könnte das auch als negativ deuten- ich glaube aber, die positiven Aspekte überwiegen und Deutschland würde mit seiner überalternden Gesellschaft davon profitieren"	2022-12-22T18:14:37Z	638	198.00000762939453	1	1	1	TRUE
3ce20905-a8a4-4793-8eb8-ad7cb9a96a3f	20668	1e501fe1-6d78-4a2b-8280-c846c10e99a6	Grundabsicherung	2	nimmt Stress von besonders finanziell schwächeren Gruppen, starke Entlastung	2022-12-22T18:14:37Z	927	389.00000762939453	1	1	1	TRUE
3ce20905-a8a4-4793-8eb8-ad7cb9a96a3f	20668	907ca3b6-484c-4cf1-a773-8a04e4013b91	Entlastung	2		2022-12-22T18:18:25Z	832	541	1	1	1	TRUE
