CAM	participantCAM	id	text	value	comment	date	x_pos	y_pos	isDraggable	isDeletable	isTextChangeable	isActive
1540	ID7_1540	24002	schnell _positive	3	NA	19:50:58	39	144	NA	NA	NA	NA
1540	ID7_1540	24001	Wartezeiten_negative	-1	NA	19:54:00	1358	320	NA	NA	NA	NA
1540	ID7_1540	23999	Unabhängigkeit_negative	-3	NA	19:53:55	1344	128	NA	NA	NA	NA
1540	ID7_1540	23998	Bahn	0	NA	NA	1022	217	NA	NA	NA	NA
1540	ID7_1540	23996	Bus	0	NA	NA	1031	473	NA	NA	NA	NA
1540	ID7_1540	23995	Eigener Pkw_neutral	0	NA	NA	273	345	NA	NA	NA	NA
1540	ID7_1540	23994	Öffentliche Verkehrsmittel_neutral	0	NA	NA	574	346	NA	NA	NA	NA
1544	ID7t2_1544	24047	Öffentliche Verkehrsmittel_neutral	0	NA	NA	574	346	NA	NA	NA	NA
1544	ID7t2_1544	24046	Eigener Pkw_neutral	0	NA	NA	273	345	NA	NA	NA	NA
1544	ID7t2_1544	24045	Bus	0	NA	NA	1031	473	NA	NA	NA	NA
1544	ID7t2_1544	24044	Bahn	0	NA	NA	1022	217	NA	NA	NA	NA
1544	ID7t2_1544	24043	Unabhängigkeit_negative	-3	NA	19:53:55	1344	128	NA	NA	NA	NA
1544	ID7t2_1544	24042	Wartezeiten_negative	-1	NA	19:54:00	1358	320	NA	NA	NA	NA
1544	ID7t2_1544	24041	schnell _positive	3	NA	19:50:58	39	144	NA	NA	NA	NA
1544	ID7t2_1544	24040	flexibel_positive	3	NA	19:50:51	47	20	NA	NA	NA	NA
1544	ID7t2_1544	24039	Kostenintesiver	-2	NA	19:51:16	124	487	NA	NA	NA	NA
1544	ID7t2_1544	24038	Kosten_negative	-1	NA	19:51:20	9.00002	611	NA	NA	NA	NA
1544	ID7t2_1544	24037	Verschleiß	-1	NA	19:51:24	254	649	NA	NA	NA	NA
1544	ID7t2_1544	24036	Kosten_negative	-1	NA	19:51:09	12	364	NA	NA	NA	NA
1544	ID7t2_1544	24035	Anbindung nicht immer gegeben	-1	NA	19:54:39	828	698	NA	NA	NA	NA
1544	ID7t2_1544	24034	Kostengünstig	1	NA	19:54:11	1344	516	NA	NA	NA	NA
1544	ID7t2_1544	24033	umweltfreundlich_positive	1	NA	19:54:27	1130	630	NA	NA	NA	NA
1544	ID7t2_1544	24032	Transportmöglichkeit	1	NA	19:52:33	366	88	NA	NA	NA	NA
1544	ID7t2_1544	24031	schlechtes Wetter_negative	-1	NA	19:55:36	1658	284	NA	NA	NA	NA
1544	ID7t2_1544	24030	spontan	1	NA	NA	252	-6	NA	NA	NA	NA
1544	ID7t2_1544	24029	Vorrausplanung nötig	-1	NA	NA	982	22	NA	NA	NA	NA
1544	ID7t2_1544	24028	Vorteilhaft in Großstädten	1	NA	19:59:17	670	48	NA	NA	NA	NA
1544	ID7t2_1544	24027	umweltbelastender	-1	NA	19:59:47	412	526	NA	NA	NA	NA
1549	ID8_1549	24267	Geringe Co2 Preise	0	NA	20:57:44	1091	188	NA	NA	NA	NA
1549	ID8_1549	24266	Hohe Co2 Preise	-1	NA	20:57:33	1090	318	NA	NA	NA	NA
1549	ID8_1549	24165	privat_positive	3	NA	NA	413	544	NA	NA	NA	NA
1549	ID8_1549	24160	entspannen_positive	3	NA	20:32:38	895	414	NA	NA	NA	NA
1549	ID8_1549	24153	schnell _positive	2	NA	NA	654	544	NA	NA	NA	NA
1549	ID8_1549	24156	einfach_positive	1	NA	20:32:18	894	544	NA	NA	NA	NA
1549	ID8_1549	24141	Auf Dauer teuer	-1	NA	20:29:12	892	38	NA	NA	NA	NA
1549	ID8_1549	24137	überfüllt_negative	-2	NA	20:27:28	415	88	NA	NA	NA	NA
1549	ID8_1549	24127	resourcenschonend_positive	3	NA	20:25:34	904	279	NA	NA	NA	NA
1549	ID8_1549	24130	Effektiv	1	NA	NA	415	422	NA	NA	NA	NA
1549	ID8_1549	24123	umständlich_negative	-1	NA	NA	903	158	NA	NA	NA	NA
1549	ID8_1549	24121	Gemeinschaftlich	0	NA	20:23:55	415	262	NA	NA	NA	NA
1549	ID8_1549	24120	Haltstellen	-1	NA	NA	659	160	NA	NA	NA	NA
1549	ID8_1549	24116	Wartezeiten_negative	-3	NA	NA	664	37	NA	NA	NA	NA
1549	ID8_1549	24113	Eigener Pkw_neutral	0	NA	20:31:26	654	418	NA	NA	NA	NA
1549	ID8_1549	24106	Öffentliche Verkehrsmittel_ambivalent	10	NA	NA	657	286	NA	NA	NA	NA
1549r	ID8t2_1549	24267	Geringe Co2 Preise	0	NA	20:57:44	1091	188	NA	NA	NA	NA
1549r	ID8t2_1549	24266	Hohe Co2 Preise	-1	NA	20:57:33	1090	318	NA	NA	NA	NA
1549r	ID8t2_1549	24165	privat_positive	3	NA	NA	413	544	NA	NA	NA	NA
1549r	ID8t2_1549	24160	entspannen_positive	3	NA	20:32:38	895	414	NA	NA	NA	NA
1549r	ID8t2_1549	24153	schnell _positive	2	NA	NA	654	544	NA	NA	NA	NA
1549r	ID8t2_1549	24156	einfach_positive	1	NA	20:32:18	894	544	NA	NA	NA	NA
1549r	ID8t2_1549	24141	Auf Dauer teuer	-1	NA	20:29:12	892	38	NA	NA	NA	NA
1549r	ID8t2_1549	24137	überfüllt_negative	-2	NA	20:27:28	415	88	NA	NA	NA	NA
1549r	ID8t2_1549	24127	resourcenschonend_positive	3	NA	20:25:34	904	279	NA	NA	NA	NA
1549r	ID8t2_1549	24130	Effektiv	1	NA	NA	415	422	NA	NA	NA	NA
1549r	ID8t2_1549	24123	umständlich_negative	-1	NA	NA	903	158	NA	NA	NA	NA
1549r	ID8t2_1549	24121	Gemeinschaftlich	0	NA	20:23:55	415	262	NA	NA	NA	NA
1549r	ID8t2_1549	24120	Haltstellen	-1	NA	NA	659	160	NA	NA	NA	NA
1549r	ID8t2_1549	24116	Wartezeiten_negative	-3	NA	NA	664	37	NA	NA	NA	NA
1549r	ID8t2_1549	24113	Eigener Pkw_neutral	0	NA	20:31:26	654	418	NA	NA	NA	NA
1549r	ID8t2_1549	24106	Öffentliche Verkehrsmittel_ambivalent	10	NA	NA	657	286	NA	NA	NA	NA
1545	ID9_1545	24053	Benzin_negative	-3	NA	20:12:30	21	259	NA	NA	NA	NA
1545	ID9_1545	24068	Gedanken nachhängen	1	NA	NA	606	570	NA	NA	NA	NA
1545	ID9_1545	24052	Ungestört	2	NA	20:12:04	334	84	NA	NA	NA	NA
1545	ID9_1545	24055	Aufmerksamkeit	0	NA	NA	421	483	NA	NA	NA	NA
1545	ID9_1545	24078	Stau_negative	-1	NA	NA	178	176	NA	NA	NA	NA
1545	ID9_1545	24077	Verspätung_negative	-1	NA	NA	787	136	NA	NA	NA	NA
1545	ID9_1545	24072	Preis nur bei vielfahren günstig	-3	NA	NA	787	438	NA	NA	NA	NA
1545	ID9_1545	24063	Unbeeinflussbare Dauer	-1	NA	NA	767	298	NA	NA	NA	NA
1545	ID9_1545	24058	Fremde	-2	NA	NA	619	174	NA	NA	NA	NA
1545	ID9_1545	24057	Ablenkungen	10	NA	20:23:21	423	205.2	NA	NA	NA	NA
1545	ID9_1545	24056	Bewusst fahren	1	NA	20:13:52	183	574	NA	NA	NA	NA
1545	ID9_1545	24054	Umwelt negativ gewissen	-3	NA	20:13:01	51	429	NA	NA	NA	NA
1545	ID9_1545	24051	Eigener Pkw_neutral	0	NA	NA	272	345	NA	NA	NA	NA
1545	ID9_1545	24050	Öffentliche Verkehrsmittel_neutral	0	NA	NA	573	346	NA	NA	NA	NA
1557	ID9t2_1557	24214	Öffentliche Verkehrsmittel_neutral	0	NA	NA	573	346	NA	NA	NA	NA
1557	ID9t2_1557	24213	Eigener Pkw_neutral	0	NA	NA	272	345	NA	NA	NA	NA
1557	ID9t2_1557	24212	Umwelt negativ gewissen	-3	NA	20:13:01	51	429	NA	NA	NA	NA
1557	ID9t2_1557	24211	Bewusst fahren	1	NA	20:13:52	183	574	NA	NA	NA	NA
1557	ID9t2_1557	24210	Ablenkungen	10	NA	20:23:21	423	205.2	NA	NA	NA	NA
1557	ID9t2_1557	24209	Fremde	-2	NA	NA	619	174	NA	NA	NA	NA
1557	ID9t2_1557	24208	Unbeeinflussbare Dauer	-1	NA	NA	767	298	NA	NA	NA	NA
1557	ID9t2_1557	24207	Preis nur bei vielfahren günstig	-3	NA	NA	787	438	NA	NA	NA	NA
1557	ID9t2_1557	24206	Verspätung_negative	-1	NA	NA	787	136	NA	NA	NA	NA
1557	ID9t2_1557	24205	Stau_negative	-1	NA	NA	178	176	NA	NA	NA	NA
1557	ID9t2_1557	24204	Aufmerksamkeit	0	NA	NA	421	483	NA	NA	NA	NA
1557	ID9t2_1557	24203	Ungestört	2	NA	20:12:04	334	84	NA	NA	NA	NA
1557	ID9t2_1557	24202	Gedanken nachhängen	1	NA	NA	606	570	NA	NA	NA	NA
1557	ID9t2_1557	24201	Benzin_negative	-3	NA	20:12:30	21	259	NA	NA	NA	NA
1551	ID11t2_1551	24136	umweltbelastend_negative	-3	NA	20:27:11	94	143	NA	NA	NA	NA
1551	ID11t2_1551	24133	Unabhängigkeit_positive	2	NA	20:26:10	333	20	NA	NA	NA	NA
1551	ID11t2_1551	24128	umweltfreundlich_positive	2	NA	NA	584	230	NA	NA	NA	NA
1551	ID11t2_1551	24126	Zu spät	-3	NA	20:24:41	1067	198	NA	NA	NA	NA
1551	ID11t2_1551	24124	Zu wenig Busse	-3	NA	NA	1067	47	NA	NA	NA	NA
1551	ID11t2_1551	24119	Kosten_negative	-3	NA	20:22:36	479	155	NA	NA	NA	NA
1551	ID11t2_1551	24109	Öffentliche Verkehrsmittel_neutral	0	NA	NA	574	345	NA	NA	NA	NA
1551	ID11t2_1551	24108	Eigener Pkw_neutral	0	NA	NA	273	345	NA	NA	NA	NA
1548	ID12_1548	24115	Instandhaltungkosten	-1	NA	NA	350.992	562.992	NA	NA	NA	NA
1548	ID12_1548	24086	Fossile Brennstoffe	-3	NA	20:18:31	207.988	427.984	NA	NA	NA	NA
1548	ID12_1548	24177	Herstellung/Entsorgung	-3	NA	NA	426.25	426.734	NA	NA	NA	NA
1548	ID12_1548	24131	Zeitplanung	10	NA	NA	699	20	NA	NA	NA	NA
1548	ID12_1548	24129	Sicherheit	1	NA	NA	1466	521	NA	NA	NA	NA
1548	ID12_1548	24105	Pendelwege anderweitig nutzbar	1	NA	20:20:47	1260	529	NA	NA	NA	NA
1548	ID12_1548	24118	Berauscht nutzbar	2	NA	NA	1384	373	NA	NA	NA	NA
1548	ID12_1548	24112	Preis	10	NA	20:21:29	899	252	NA	NA	NA	NA
1548	ID12_1548	24110	Wetter	-1	NA	NA	921	508	NA	NA	NA	NA
1548	ID12_1548	24103	resourcenschonend_positive	3	NA	NA	1267	259	NA	NA	NA	NA
1548	ID12_1548	24098	Netzausbau	10	NA	NA	1049	20	NA	NA	NA	NA
1548	ID12_1548	24097	Taktung	10	NA	NA	1516	261	NA	NA	NA	NA
1548	ID12_1548	24096	Pünktlichkeit_negative	-1	NA	NA	1368	137	NA	NA	NA	NA
1548	ID12_1548	24095	Andere Menschen_negative	-3	NA	NA	1194	120	NA	NA	NA	NA
1548	ID12_1548	24094	erneuerbare Energien	1	NA	NA	824	143	NA	NA	NA	NA
1548	ID12_1548	24091	Parkplatzsuche_negative	-3	NA	NA	234	308	NA	NA	NA	NA
1548	ID12_1548	24089	Individualität des Ziels	3	NA	20:18:57	255	182	NA	NA	NA	NA
1548	ID12_1548	24088	Fahrgemeinschaft_positive	2	NA	NA	476	20	NA	NA	NA	NA
1548	ID12_1548	24084	Unfallgefahr_negative	-1	NA	NA	631	530	NA	NA	NA	NA
1548	ID12_1548	24081	für sich alleine sein	1	NA	NA	620	182	NA	NA	NA	NA
1548	ID12_1548	24076	Eigener Pkw_neutral	0	NA	NA	704	374	NA	NA	NA	NA
1548	ID12_1548	24075	Öffentliche Verkehrsmittel_neutral	0	NA	NA	1100	373	NA	NA	NA	NA
1548r	ID12t2_1548	24115	Instandhaltungkosten	-1	NA	NA	350.992	562.992	NA	NA	NA	NA
1548r	ID12t2_1548	24086	Fossile Brennstoffe	-3	NA	20:18:31	207.988	427.984	NA	NA	NA	NA
1548r	ID12t2_1548	24177	Herstellung/Entsorgung	-3	NA	NA	426.25	426.734	NA	NA	NA	NA
1548r	ID12t2_1548	24131	Zeitplanung	10	NA	NA	699	20	NA	NA	NA	NA
1548r	ID12t2_1548	24129	Sicherheit	1	NA	NA	1466	521	NA	NA	NA	NA
